node_i,node_j,p_value
Accident,Airbag,0.9923676074264106
Accident,AntiTheft,0.8222163585986995
Accident,Antilock,0.8200538166636053
Accident,CarValue,0.23349171445615263
Accident,Cushioning,0.10676090848418388
Accident,DrivHist,0.5059293300073939
Accident,DrivQuality,0.09199448866912295
Accident,DrivingSkill,0.9806425234907759
Accident,HomeBase,0.17983407423573897
Accident,ILiCost,0.09578506342501887
Accident,MakeModel,0.9999484920732153
Accident,MedCost,0.11242387390127616
Accident,Mileage,0.10886866110320353
Accident,OtherCar,0.1270855848962307
Accident,OtherCarCost,5.367538847298793e-54
Accident,PropCost,0.9976323738178264
Accident,SeniorTrain,0.120838144017468
Accident,Theft,0.5938765098481376
Accident,ThisCarCost,0.3307354926688049
Age,Accident,0.550012804128988
Age,Airbag,0.12516677985956406
Age,AntiTheft,0.06869964707314732
Age,Antilock,0.3237387787114975
Age,CarValue,0.18174256987169166
Age,Cushioning,0.8828515283565762
Age,DrivHist,0.678592787987734
Age,DrivQuality,0.6809654178848457
Age,DrivingSkill,0.11618541051379734
Age,HomeBase,0.8606827914846553
Age,ILiCost,0.178280761945482
Age,MakeModel,0.30523912244984075
Age,MedCost,0.22014269061110137
Age,Mileage,0.2940883591968965
Age,OtherCar,0.9681411381798968
Age,OtherCarCost,0.6331464011989223
Age,PropCost,0.40084833271360776
Age,RiskAversion,1.987440728752838e-16
Age,RuggedAuto,0.6644096568844055
Age,SeniorTrain,2.433670854570734e-94
Age,SocioEcon,0.0003976423070677254
Age,Theft,0.33516120011628187
Age,ThisCarCost,0.21285639712486076
Age,ThisCarDam,0.613402648620861
Age,VehicleYear,0.1371840040859737
Airbag,DrivHist,0.26757723566672953
Airbag,ILiCost,0.20021367364548764
AntiTheft,Airbag,0.45482374868841213
AntiTheft,Cushioning,0.5541288296171809
AntiTheft,DrivHist,0.2492143128063767
AntiTheft,ILiCost,0.3052791790170148
AntiTheft,MedCost,0.09627818235094335
AntiTheft,OtherCar,0.259673610674681
AntiTheft,OtherCarCost,0.5724364786885723
AntiTheft,PropCost,0.18338423215486505
Antilock,Airbag,0.11977191777011777
Antilock,AntiTheft,0.9701343213334395
Antilock,CarValue,0.1367738342066545
Antilock,Cushioning,0.19898933058164503
Antilock,DrivHist,0.6959106716168046
Antilock,DrivingSkill,0.22249366618043506
Antilock,HomeBase,0.7700819829583436
Antilock,ILiCost,0.119150097576112
Antilock,MedCost,0.2447743407379307
Antilock,OtherCar,0.06257026034396349
Antilock,OtherCarCost,0.08428287719594336
Antilock,PropCost,0.40473291561270885
Antilock,SeniorTrain,0.3594700441689693
Antilock,Theft,0.7032442259767446
Antilock,ThisCarCost,0.07418111891450853
CarValue,Airbag,0.10754700883016267
CarValue,AntiTheft,0.7022591967935553
CarValue,Cushioning,0.10394869643484071
CarValue,DrivHist,0.8183396214039056
CarValue,HomeBase,0.2166904691333683
CarValue,ILiCost,0.25242235004674396
CarValue,MedCost,0.5698752753748736
CarValue,OtherCar,0.3273171753294628
CarValue,OtherCarCost,0.26535724311194714
CarValue,PropCost,0.11083719362268026
Cushioning,Airbag,5.333962552736701e-125
Cushioning,DrivHist,0.32952809101095226
Cushioning,ILiCost,0.5394033251899697
DrivQuality,Airbag,0.4656353180755296
DrivQuality,AntiTheft,0.07977786752224357
DrivQuality,Antilock,0.11389570911886568
DrivQuality,CarValue,0.49666340072766235
DrivQuality,Cushioning,0.8178006380754752
DrivQuality,DrivHist,0.4386242574372515
DrivQuality,DrivingSkill,1.6769491962507025e-153
DrivQuality,HomeBase,0.40898170847820847
DrivQuality,ILiCost,0.24540681811639023
DrivQuality,MedCost,0.5462218286294178
DrivQuality,Mileage,0.2646778054169617
DrivQuality,OtherCar,0.7279876431875656
DrivQuality,OtherCarCost,0.0785153454582295
DrivQuality,PropCost,0.12844429708493652
DrivQuality,SeniorTrain,0.0006377090452908813
DrivQuality,Theft,0.05495931696215944
DrivQuality,ThisCarCost,0.07623404070104353
DrivingSkill,Airbag,0.6227496472661926
DrivingSkill,AntiTheft,0.2654370488349964
DrivingSkill,CarValue,0.4940117399771844
DrivingSkill,Cushioning,0.41351806199521884
DrivingSkill,DrivHist,1.8636084025600026e-214
DrivingSkill,HomeBase,0.7500672765641168
DrivingSkill,ILiCost,0.05632875283591303
DrivingSkill,MedCost,0.05974864745041798
DrivingSkill,OtherCar,0.6919124581658269
DrivingSkill,OtherCarCost,0.7853631814827817
DrivingSkill,PropCost,0.7309641019498545
DrivingSkill,SeniorTrain,0.0133335246435107
DrivingSkill,Theft,0.18079415451861325
DrivingSkill,ThisCarCost,0.43835359534213614
GoodStudent,Accident,0.23558201859775155
GoodStudent,Age,9.371512327737786e-159
GoodStudent,Airbag,0.054927028261873095
GoodStudent,AntiTheft,0.32899483289052767
GoodStudent,Antilock,0.7003404169140158
GoodStudent,CarValue,0.6514714963211043
GoodStudent,Cushioning,0.07365919991812171
GoodStudent,DrivHist,0.37531825854384004
GoodStudent,DrivQuality,0.4876182621562838
GoodStudent,DrivingSkill,0.4981799987575518
GoodStudent,HomeBase,0.5433556490377398
GoodStudent,ILiCost,0.49443967178885184
GoodStudent,MakeModel,0.24009723920815984
GoodStudent,MedCost,0.12873163537578425
GoodStudent,Mileage,0.6100765141169546
GoodStudent,OtherCar,0.8878769676491964
GoodStudent,OtherCarCost,0.9559275244695106
GoodStudent,PropCost,0.2759047266462646
GoodStudent,RiskAversion,0.29727784446331756
GoodStudent,RuggedAuto,0.2400218299173746
GoodStudent,SeniorTrain,0.08253494488401122
GoodStudent,SocioEcon,6.467280640216383e-28
GoodStudent,Theft,0.13303709632705993
GoodStudent,ThisCarCost,0.13308988089150037
GoodStudent,ThisCarDam,0.057359052578723486
GoodStudent,VehicleYear,0.5291470693727243
HomeBase,Airbag,0.33098123748268377
HomeBase,AntiTheft,1.5381091509606654e-97
HomeBase,Cushioning,0.5276433395075275
HomeBase,DrivHist,0.38925574746990593
HomeBase,ILiCost,0.1355742683873922
HomeBase,MedCost,0.27161111457350817
HomeBase,OtherCar,0.8184962030493743
HomeBase,OtherCarCost,0.0837318195187015
HomeBase,PropCost,0.8308136239109495
ILiCost,DrivHist,0.9591985940364598
MakeModel,Airbag,0.002516649318590182
MakeModel,AntiTheft,0.9852484325996657
MakeModel,Antilock,4.1881287288580155e-52
MakeModel,CarValue,2.2370295397129875e-159
MakeModel,Cushioning,0.9999986677745354
MakeModel,DrivHist,0.7688205902882426
MakeModel,DrivQuality,0.3972665015310759
MakeModel,DrivingSkill,0.717475083056111
MakeModel,HomeBase,0.11062975848477744
MakeModel,ILiCost,0.8788479183410414
MakeModel,MedCost,0.15742297749519382
MakeModel,Mileage,0.21840109702814556
MakeModel,OtherCar,0.4747332386552612
MakeModel,OtherCarCost,0.9998806187792587
MakeModel,PropCost,0.1376521023158496
MakeModel,SeniorTrain,0.14114729803911558
MakeModel,Theft,0.0670071243624008
MakeModel,ThisCarCost,0.11664313807542298
MedCost,Airbag,0.7164258752829411
MedCost,Cushioning,1.9142211825177875e-158
MedCost,DrivHist,0.09151333094809087
MedCost,ILiCost,0.09887949771093697
Mileage,Airbag,0.7099400757318783
Mileage,AntiTheft,0.5632886948763027
Mileage,Antilock,0.2612613231844755
Mileage,CarValue,9.318999984819775e-53
Mileage,Cushioning,0.23347034827648963
Mileage,DrivHist,0.478348384229481
Mileage,DrivingSkill,0.6054893963509131
Mileage,HomeBase,0.46629147679074756
Mileage,ILiCost,0.5010350438997215
Mileage,MedCost,0.3356922120024725
Mileage,OtherCar,0.1535797212778473
Mileage,OtherCarCost,0.18390312334391992
