node_i,node_j,condition,p_value
HISTORY,CVP,,0.0
HISTORY,PCWP,,0.0
HISTORY,HYPOVOLEMIA,,0.6535861998611399
HISTORY,LVEDVOLUME,,0.0
HISTORY,LVFAILURE,,0.0
HISTORY,STROKEVOLUME,,0.0
HISTORY,ERRLOWOUTPUT,,0.44788271280660963
HISTORY,HRBP,,0.4733658664891873
HISTORY,HREKG,,0.34097245462559267
HISTORY,ERRCAUTER,,0.3369115011593762
HISTORY,HRSAT,,0.36547990915010875
HISTORY,INSUFFANESTH,,0.6528340343372172
HISTORY,ANAPHYLAXIS,,0.6517656355535455
HISTORY,TPR,,0.9377868005255607
HISTORY,EXPCO2,,0.4333514100991557
HISTORY,KINKEDTUBE,,0.858515214970063
HISTORY,MINVOL,,0.8309562982004599
HISTORY,FIO2,,0.5337608256922575
HISTORY,PVSAT,,0.6269306358840195
HISTORY,SAO2,,0.7646681859741101
HISTORY,PAP,,0.31770305947556865
HISTORY,PULMEMBOLUS,,0.26486561226302063
HISTORY,SHUNT,,0.7620817735614325
HISTORY,INTUBATION,,0.7527303494445509
HISTORY,PRESS,,0.6354298351614953
HISTORY,DISCONNECT,,0.82975857720794
HISTORY,MINVOLSET,,0.2881255221535045
HISTORY,VENTMACH,,0.2792798978432951
HISTORY,VENTTUBE,,0.7638062084223264
HISTORY,VENTLUNG,,0.8447888499873599
HISTORY,VENTALV,,0.7678858145800479
HISTORY,ARTCO2,,0.5196393354389492
HISTORY,CATECHOL,,0.17658674717053957
HISTORY,HR,,0.5870307082916515
HISTORY,CO,,0.0
HISTORY,BP,,2.4021124431811708e-92
CVP,PCWP,,0.0
CVP,HYPOVOLEMIA,,0.0
CVP,LVEDVOLUME,,0.0
CVP,LVFAILURE,,0.0
CVP,STROKEVOLUME,,0.0
CVP,ERRLOWOUTPUT,,0.9153013501556279
CVP,HRBP,,0.8338587930872593
CVP,HREKG,,0.8664207083816269
CVP,ERRCAUTER,,0.7086645856714529
CVP,HRSAT,,0.8733309619983342
CVP,INSUFFANESTH,,0.04304443376782846
CVP,ANAPHYLAXIS,,0.8640772982003488
CVP,TPR,,0.8725972222702587
CVP,EXPCO2,,0.11665855202697596
CVP,KINKEDTUBE,,0.9758577410289214
CVP,MINVOL,,0.2501335978863702
CVP,FIO2,,0.6470049861544355
CVP,PVSAT,,0.9890683585718327
CVP,SAO2,,0.7397249262272145
CVP,PAP,,0.6918526599371766
CVP,PULMEMBOLUS,,0.6639602773773654
CVP,SHUNT,,0.1275357503420727
CVP,INTUBATION,,0.5282628196709862
CVP,PRESS,,0.7515938445447222
CVP,DISCONNECT,,0.8064017531393095
CVP,MINVOLSET,,0.5939382632167278
CVP,VENTMACH,,0.8680862177248925
CVP,VENTTUBE,,0.6734647787675591
CVP,VENTLUNG,,0.9176334275520454
CVP,VENTALV,,0.5776883646116622
CVP,ARTCO2,,0.6395109945243345
CVP,CATECHOL,,0.24525330679991364
CVP,HR,,0.647000602958175
CVP,CO,,0.0
CVP,BP,,7.10355913766479e-59
PCWP,HYPOVOLEMIA,,0.0
PCWP,LVEDVOLUME,,0.0
PCWP,LVFAILURE,,0.0
PCWP,STROKEVOLUME,,0.0
PCWP,ERRLOWOUTPUT,,0.7589726317727019
PCWP,HRBP,,0.9393356447512509
PCWP,HREKG,,0.6056045428188329
PCWP,ERRCAUTER,,0.5923414213314224
PCWP,HRSAT,,0.9203537941750273
PCWP,INSUFFANESTH,,0.5885566905706987
PCWP,ANAPHYLAXIS,,0.6942225181729038
PCWP,TPR,,0.7959648279668742
PCWP,EXPCO2,,0.3088277278254099
PCWP,KINKEDTUBE,,0.6328803418949664
PCWP,MINVOL,,0.7058423859338003
PCWP,FIO2,,0.08321851138367255
PCWP,PVSAT,,0.6799052721446674
PCWP,SAO2,,0.8352617791591038
PCWP,PAP,,0.4909678786106103
PCWP,PULMEMBOLUS,,0.8899776169219958
PCWP,SHUNT,,0.0790562742741396
PCWP,INTUBATION,,0.47356633610155074
PCWP,PRESS,,0.420935026629401
PCWP,DISCONNECT,,0.7180810816104706
PCWP,MINVOLSET,,0.13886264804390291
PCWP,VENTMACH,,0.5568925890970178
PCWP,VENTTUBE,,0.38908723348373697
PCWP,VENTLUNG,,0.987772926249284
PCWP,VENTALV,,0.46801698440608874
PCWP,ARTCO2,,0.5184153110520606
PCWP,CATECHOL,,0.14402377444489417
PCWP,HR,,0.6221534076337021
PCWP,CO,,0.0
PCWP,BP,,7.859828332247491e-81
HYPOVOLEMIA,LVEDVOLUME,,0.0
HYPOVOLEMIA,LVFAILURE,,0.8562220157831553
HYPOVOLEMIA,STROKEVOLUME,,0.0
HYPOVOLEMIA,ERRLOWOUTPUT,,0.79019161346349
HYPOVOLEMIA,HRBP,,0.8386604031539785
HYPOVOLEMIA,HREKG,,0.3442205911838814
HYPOVOLEMIA,ERRCAUTER,,0.1803441188929351
HYPOVOLEMIA,HRSAT,,0.46051208005899424
HYPOVOLEMIA,INSUFFANESTH,,0.15453984888401612
HYPOVOLEMIA,ANAPHYLAXIS,,0.3218208077717084
HYPOVOLEMIA,TPR,,0.5700299439179084
HYPOVOLEMIA,EXPCO2,,0.793441745720085
HYPOVOLEMIA,KINKEDTUBE,,0.5643180544403108
HYPOVOLEMIA,MINVOL,,0.8396332832221121
HYPOVOLEMIA,FIO2,,0.23629279774129272
HYPOVOLEMIA,PVSAT,,0.10068543986534051
HYPOVOLEMIA,SAO2,,0.12540129333002528
HYPOVOLEMIA,PAP,,0.4141689596486017
HYPOVOLEMIA,PULMEMBOLUS,,0.6344161120496108
HYPOVOLEMIA,SHUNT,,0.6097019724232731
HYPOVOLEMIA,INTUBATION,,0.8985570969724876
HYPOVOLEMIA,PRESS,,0.2588832753426855
HYPOVOLEMIA,DISCONNECT,,0.26287424583887914
HYPOVOLEMIA,MINVOLSET,,0.21356861720488948
HYPOVOLEMIA,VENTMACH,,0.8316868363449983
HYPOVOLEMIA,VENTTUBE,,0.7213272477091452
HYPOVOLEMIA,VENTLUNG,,0.570253167776656
HYPOVOLEMIA,VENTALV,,0.45242072039345327
HYPOVOLEMIA,ARTCO2,,0.42520341347820023
HYPOVOLEMIA,CATECHOL,,0.1338818464361858
HYPOVOLEMIA,HR,,0.09889070050001944
HYPOVOLEMIA,CO,,0.0
HYPOVOLEMIA,BP,,1.5277319312647862e-96
LVEDVOLUME,LVFAILURE,,0.0
LVEDVOLUME,STROKEVOLUME,,0.0
LVEDVOLUME,ERRLOWOUTPUT,,0.9573733242396524
LVEDVOLUME,HRBP,,0.9448524406688891
LVEDVOLUME,HREKG,,0.7964303044645229
LVEDVOLUME,ERRCAUTER,,0.38056762474484507
LVEDVOLUME,HRSAT,,0.8435582416170071
LVEDVOLUME,INSUFFANESTH,,0.3078933937547658
LVEDVOLUME,ANAPHYLAXIS,,0.7813134982886605
LVEDVOLUME,TPR,,0.830789054193178
LVEDVOLUME,EXPCO2,,0.23600550882206475
LVEDVOLUME,KINKEDTUBE,,0.48284424846939833
LVEDVOLUME,MINVOL,,0.574803482569832
LVEDVOLUME,FIO2,,0.2780026567437669
LVEDVOLUME,PVSAT,,0.6471048500053129
LVEDVOLUME,SAO2,,0.9324768570305657
LVEDVOLUME,PAP,,0.7633079841691666
LVEDVOLUME,PULMEMBOLUS,,0.6579157699015874
LVEDVOLUME,SHUNT,,0.15155985577389341
LVEDVOLUME,INTUBATION,,0.6885417399699204
LVEDVOLUME,PRESS,,0.6992752602529752
LVEDVOLUME,DISCONNECT,,0.7191130833729573
LVEDVOLUME,MINVOLSET,,0.1555641712757404
LVEDVOLUME,VENTMACH,,0.6541114913062951
LVEDVOLUME,VENTTUBE,,0.5791689476727351
LVEDVOLUME,VENTLUNG,,0.991415730327954
LVEDVOLUME,VENTALV,,0.6566223426820423
LVEDVOLUME,ARTCO2,,0.5307256452967528
LVEDVOLUME,CATECHOL,,0.14337882279885045
LVEDVOLUME,HR,,0.46944430099415746
LVEDVOLUME,CO,,0.0
LVEDVOLUME,BP,,7.605583348896802e-104
LVFAILURE,STROKEVOLUME,,0.0
LVFAILURE,ERRLOWOUTPUT,,0.6535240818363741
LVFAILURE,HRBP,,0.6600568552565846
LVFAILURE,HREKG,,0.13864634238450502
LVFAILURE,ERRCAUTER,,0.049687446672514964
LVFAILURE,HRSAT,,0.14305675555863454
LVFAILURE,INSUFFANESTH,,0.7299444293158864
LVFAILURE,ANAPHYLAXIS,,0.7192183955634979
LVFAILURE,TPR,,0.3205067242372128
LVFAILURE,EXPCO2,,0.40419848324948293
LVFAILURE,KINKEDTUBE,,0.2819517966394488
LVFAILURE,MINVOL,,0.6438001707664875
LVFAILURE,FIO2,,0.7132115084571221
LVFAILURE,PVSAT,,0.7792369820646765
LVFAILURE,SAO2,,0.8811313287926813
LVFAILURE,PAP,,0.9584743520657575
LVFAILURE,PULMEMBOLUS,,0.6539819452325915
LVFAILURE,SHUNT,,0.5764122149545288
LVFAILURE,INTUBATION,,0.9369065070429637
LVFAILURE,PRESS,,0.5672270809191811
LVFAILURE,DISCONNECT,,0.8484972288694503
LVFAILURE,MINVOLSET,,0.3042877656833003
LVFAILURE,VENTMACH,,0.17757159793518415
LVFAILURE,VENTTUBE,,0.5421373282625268
LVFAILURE,VENTLUNG,,0.7658785118989334
LVFAILURE,VENTALV,,0.9551900699860629
LVFAILURE,ARTCO2,,0.8270148700404802
LVFAILURE,CATECHOL,,0.03222671353040579
LVFAILURE,HR,,0.4492282875230472
LVFAILURE,CO,,0.0
LVFAILURE,BP,,2.29533902181691e-129
STROKEVOLUME,ERRLOWOUTPUT,,0.6539861221414696
STROKEVOLUME,HRBP,,0.6260414689806288
STROKEVOLUME,HREKG,,0.22253462637600036
STROKEVOLUME,ERRCAUTER,,0.528879264814144
STROKEVOLUME,HRSAT,,0.27603188680931573
STROKEVOLUME,INSUFFANESTH,,0.880237470157462
STROKEVOLUME,ANAPHYLAXIS,,0.37900135447023076
STROKEVOLUME,TPR,,0.875114264267426
STROKEVOLUME,EXPCO2,,0.842904885369925
STROKEVOLUME,KINKEDTUBE,,0.5700721691054299
STROKEVOLUME,MINVOL,,0.3695678161092031
