node_i,node_j,condition,p_value
asia,tub,,4.895378927379489e-06
asia,smoke,,0.05503732769120716
asia,lung,,0.11348404651174565
asia,bronc,,0.34023640526728555
asia,either,,0.4273122946312
asia,xray,,0.6335486294828583
asia,dysp,,0.5810466219676143
tub,smoke,,0.6973538604594329
tub,lung,,0.44736418134329226
tub,bronc,,0.11733615882110779
tub,either,,1.5824264334978068e-265
tub,xray,,3.785097011110755e-203
tub,dysp,,2.29359848841132e-35
smoke,lung,,1.1374407317844609e-186
smoke,bronc,,0.0
smoke,either,,4.083571732105853e-147
smoke,xray,,6.208038695255439e-78
smoke,dysp,,1.29258473974297e-255
lung,bronc,,4.01217639247855e-12
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,1.456004906796773e-147
bronc,either,,3.1344194439269894e-12
bronc,xray,,1.5738192659700755e-06
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,6.19616740945019e-182
xray,dysp,,1.0043383021106993e-95
tub,either,dysp,4.848164562562686e-230
tub,either,dysp,4.848164562562686e-230
tub,either,dysp,4.848164562562686e-230
tub,xray,either,0.19036819424175322
tub,dysp,either,0.4202020635992496
smoke,lung,xray,6.454765615836962e-109
smoke,lung,xray,6.454765615836962e-109
smoke,lung,xray,6.454765615836962e-109
smoke,lung,xray,6.454765615836962e-109
smoke,bronc,dysp,9.72915325479071e-176
smoke,bronc,dysp,9.72915325479071e-176
smoke,bronc,dysp,9.72915325479071e-176
smoke,bronc,dysp,9.72915325479071e-176
smoke,either,lung,0.3424212403408457
smoke,xray,either,0.9319667965973094
smoke,dysp,xray,1.4401015635519898e-223
smoke,dysp,xray,1.4401015635519898e-223
smoke,dysp,xray,1.4401015635519898e-223
smoke,dysp,xray,1.4401015635519898e-223
lung,bronc,either,0.3756884518403996
lung,either,xray,0.0
lung,either,xray,0.0
lung,either,xray,0.0
lung,either,xray,0.0
lung,xray,either,0.18568952617665418
lung,dysp,either,0.4728888282096678
bronc,either,lung,0.29405924041333786
bronc,xray,either,0.5429594984175106
bronc,dysp,xray,0.0
bronc,dysp,xray,0.0
bronc,dysp,xray,0.0
bronc,dysp,xray,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,dysp,xray,2.47342807467605e-87
either,dysp,xray,2.47342807467605e-87
either,dysp,xray,2.47342807467605e-87
either,dysp,xray,2.47342807467605e-87
either,dysp,xray,2.47342807467605e-87
xray,dysp,either,0.1940278814030312
smoke,lung,"bronc,dysp",7.619888418093696e-156
smoke,bronc,"dysp,lung",4.3684071147592304e-203
smoke,dysp,"bronc,lung",0.8813790732220841
either,xray,"dysp,lung",6.897952889708974e-240
either,xray,"dysp,lung",6.897952889708974e-240
either,xray,"dysp,lung",6.897952889708974e-240
either,dysp,"lung,tub",0.5475628701396857
