node_i,node_j,condition,p_value
asia,tub,,0.001426622053576991
asia,smoke,,0.8024136715837746
asia,lung,,0.8049101145286905
asia,bronc,,0.23243385767730837
asia,either,,0.33416738605143237
asia,xray,,0.8708518339476738
asia,dysp,,0.9700469677587311
tub,smoke,,0.9770548142613897
tub,lung,,0.6573947235262181
tub,bronc,,0.8608971094277051
tub,either,,1.2783307888363709e-275
tub,xray,,3.067645089091357e-213
tub,dysp,,3.7737463590770696e-28
smoke,lung,,4.17636864359352e-216
smoke,bronc,,0.0
smoke,either,,1.0611236902253442e-170
smoke,xray,,2.0601145160771515e-101
smoke,dysp,,8.566172881421048e-235
lung,bronc,,2.7625868128419e-14
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,7.8575731462110035e-146
bronc,either,,2.9369850586294975e-12
bronc,xray,,6.746487293776816e-07
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,9.23148418005855e-175
xray,dysp,,8.41948251755846e-90
tub,either,dysp,8.390556746751881e-247
tub,either,dysp,8.390556746751881e-247
tub,either,dysp,8.390556746751881e-247
tub,xray,either,0.13268124981904875
tub,xray,either,0.13268124981904875
tub,dysp,either,0.9455279718306344
smoke,lung,dysp,8.0826021501938e-157
smoke,lung,dysp,8.0826021501938e-157
smoke,lung,dysp,8.0826021501938e-157
smoke,lung,dysp,8.0826021501938e-157
smoke,bronc,dysp,8.95742813032502e-149
smoke,bronc,dysp,8.95742813032502e-149
smoke,bronc,dysp,8.95742813032502e-149
smoke,bronc,dysp,8.95742813032502e-149
smoke,either,lung,0.3002099390876501
smoke,either,lung,0.3002099390876501
smoke,xray,lung,0.06705854584723644
smoke,xray,lung,0.06705854584723644
smoke,dysp,xray,1.5377922385856041e-199
smoke,dysp,xray,1.5377922385856041e-199
smoke,dysp,xray,1.5377922385856041e-199
smoke,dysp,xray,1.5377922385856041e-199
lung,bronc,smoke,0.7160933246779821
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,xray,either,0.1455316000153948
lung,xray,either,0.1455316000153948
lung,xray,either,0.1455316000153948
lung,dysp,either,0.9644422145857386
lung,dysp,either,0.9644422145857386
lung,dysp,either,0.9644422145857386
bronc,either,lung,0.9780288355325771
bronc,xray,lung,0.39332609042865063
bronc,dysp,xray,0.0
bronc,dysp,xray,0.0
bronc,dysp,xray,0.0
bronc,dysp,xray,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,xray,dysp,0.0
either,dysp,smoke,1.2227474929287788e-116
either,dysp,smoke,1.2227474929287788e-116
either,dysp,smoke,1.2227474929287788e-116
either,dysp,smoke,1.2227474929287788e-116
either,dysp,smoke,1.2227474929287788e-116
xray,dysp,either,0.7960680067391425
xray,dysp,either,0.7960680067391425
smoke,lung,"bronc,dysp",1.2888875539384986e-179
smoke,bronc,"dysp,lung",1.733416804113334e-172
smoke,dysp,"bronc,lung",0.4779356214405498
either,xray,"dysp,lung",6.316915774833591e-258
either,xray,"dysp,lung",6.316915774833591e-258
either,xray,"dysp,lung",6.316915774833591e-258
either,dysp,"lung,tub",0.7324642309336928
