node_i,node_j,condition,p_value
asia,tub,,0.0005012870878399652
asia,smoke,,0.24810297611572796
asia,lung,,0.40801194316624245
asia,bronc,,0.3232347974549116
asia,either,,0.024709831001541185
asia,xray,,0.009879863937076636
asia,dysp,,0.7059950789045822
tub,smoke,,0.47229038478352714
tub,lung,,0.8035478803739493
tub,bronc,,0.0017171972186741991
tub,either,,2.0398260974414585e-246
tub,xray,,3.6631449439261133e-191
tub,dysp,,1.5034568386895584e-24
smoke,lung,,1.1019011775076863e-209
smoke,bronc,,0.0
smoke,either,,1.3767020414949242e-162
smoke,xray,,7.563599242111434e-80
smoke,dysp,,1.2298755447030602e-240
lung,bronc,,8.549219386274786e-22
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,2.1433587918358613e-150
bronc,either,,1.0894345991568541e-14
bronc,xray,,1.5351926596704085e-06
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,1.779175608626906e-176
xray,dysp,,3.753158533992237e-86
asia,tub,either,0.0011093597956208358
asia,tub,either,0.0011093597956208358
asia,either,xray,0.35934508159637507
asia,xray,either,0.178882956790261
tub,bronc,dysp,9.126473115533495e-37
tub,bronc,dysp,9.126473115533495e-37
tub,bronc,dysp,9.126473115533495e-37
tub,bronc,dysp,9.126473115533495e-37
tub,either,dysp,1.7899063859480846e-221
tub,either,dysp,1.7899063859480846e-221
tub,either,dysp,1.7899063859480846e-221
tub,either,dysp,1.7899063859480846e-221
tub,xray,either,0.1366269569770062
tub,xray,either,0.1366269569770062
tub,xray,either,0.1366269569770062
tub,xray,either,0.1366269569770062
tub,dysp,either,0.620305034024496
tub,dysp,either,0.620305034024496
tub,dysp,either,0.620305034024496
tub,dysp,either,0.620305034024496
smoke,lung,either,3.558957535680983e-48
smoke,lung,either,3.558957535680983e-48
smoke,lung,either,3.558957535680983e-48
smoke,lung,either,3.558957535680983e-48
smoke,bronc,lung,0.0
smoke,bronc,lung,0.0
smoke,bronc,lung,0.0
smoke,bronc,lung,0.0
smoke,either,lung,0.2209856461275644
smoke,either,lung,0.2209856461275644
smoke,either,lung,0.2209856461275644
smoke,either,lung,0.2209856461275644
smoke,xray,either,0.7555000915035004
smoke,xray,either,0.7555000915035004
smoke,xray,either,0.7555000915035004
smoke,dysp,lung,1.0962394094672168e-179
smoke,dysp,lung,1.0962394094672168e-179
smoke,dysp,lung,1.0962394094672168e-179
smoke,dysp,lung,1.0962394094672168e-179
lung,bronc,smoke,0.2890001652029157
lung,bronc,smoke,0.2890001652029157
lung,bronc,smoke,0.2890001652029157
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,xray,either,0.14644412857181555
lung,xray,either,0.14644412857181555
lung,xray,either,0.14644412857181555
lung,dysp,either,0.8490232804123726
lung,dysp,either,0.8490232804123726
lung,dysp,either,0.8490232804123726
lung,dysp,either,0.8490232804123726
bronc,either,tub,3.658682879137741e-21
bronc,either,tub,3.658682879137741e-21
bronc,either,tub,3.658682879137741e-21
bronc,either,tub,3.658682879137741e-21
bronc,either,tub,3.658682879137741e-21
bronc,xray,smoke,0.5363982017447368
bronc,dysp,tub,0.0
bronc,dysp,tub,0.0
bronc,dysp,tub,0.0
bronc,dysp,tub,0.0
bronc,dysp,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,dysp,tub,2.2505496141835864e-152
either,dysp,tub,2.2505496141835864e-152
either,dysp,tub,2.2505496141835864e-152
either,dysp,tub,2.2505496141835864e-152
either,dysp,tub,2.2505496141835864e-152
either,dysp,tub,2.2505496141835864e-152
xray,dysp,either,0.876886771578911
xray,dysp,either,0.876886771578911
xray,dysp,either,0.876886771578911
tub,bronc,"asia,either",1.0866055115061462e-08
tub,either,"asia,bronc",5.1982520731844223e-247
smoke,lung,"bronc,dysp",5.725026535030227e-174
smoke,bronc,"dysp,lung",5.69839003377256e-200
smoke,dysp,"bronc,lung",0.14420097509230145
bronc,either,"smoke,tub",0.4128412319462891
bronc,dysp,"smoke,tub",0.0
bronc,dysp,"smoke,tub",0.0
bronc,dysp,"smoke,tub",0.0
either,xray,"lung,tub",0.002813986558720607
either,xray,"lung,tub",0.002813986558720607
either,xray,"lung,tub",0.002813986558720607
either,xray,"lung,tub",0.002813986558720607
either,xray,"lung,tub",0.002813986558720607
either,xray,"lung,tub",0.002813986558720607
either,dysp,"lung,tub",0.7455954398532258
either,dysp,"lung,tub",0.7455954398532258
either,dysp,"lung,tub",0.7455954398532258
either,dysp,"lung,tub",0.7455954398532258
either,dysp,"lung,tub",0.7455954398532258
either,dysp,"lung,tub",0.7455954398532258
