node_i,node_j,p_value
asia,bronc,0.3232347974549116
asia,dysp,0.7059950789045822
asia,either,0.35934508159637507
asia,lung,0.40801194316624245
asia,smoke,0.24810297611572796
asia,tub,0.0011093597956208358
asia,xray,0.178882956790261
bronc,dysp,0.0
bronc,either,0.4128412319462891
bronc,xray,0.5363982017447368
either,dysp,0.7455954398532258
either,xray,0.002813986558720607
lung,bronc,0.2890001652029157
lung,dysp,0.8490232804123726
lung,either,0.0
lung,xray,0.14644412857181555
smoke,bronc,5.69839003377256e-200
smoke,dysp,0.14420097509230145
smoke,either,0.2209856461275644
smoke,lung,3.558957535680983e-48
smoke,xray,0.7555000915035004
tub,bronc,0.0017171972186741991
tub,dysp,0.620305034024496
tub,either,1.7899063859480846e-221
tub,lung,0.8035478803739493
tub,smoke,0.47229038478352714
tub,xray,0.1366269569770062
xray,dysp,0.876886771578911
