node_i,node_j,condition,p_value
asia,tub,,0.16788377857815945
asia,smoke,,0.6411767455113851
asia,lung,,0.8903503209205031
asia,bronc,,0.556627296654892
asia,either,,0.638726599896188
asia,xray,,0.741674510926045
asia,dysp,,0.5707243216380518
tub,smoke,,0.730859715526798
tub,lung,,0.2666271311255406
tub,bronc,,0.8395078242285003
tub,either,,3.3469823744910577e-140
tub,xray,,3.344711108509674e-104
tub,dysp,,6.286631368686798e-14
smoke,lung,,2.3628743303697062e-92
smoke,bronc,,2.9510207199873032e-189
smoke,either,,6.499304674130806e-73
smoke,xray,,5.24251957150367e-41
smoke,dysp,,1.8341644248620203e-118
lung,bronc,,1.2302138505597775e-09
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,7.539245185614885e-75
bronc,either,,7.551441928890124e-08
bronc,xray,,0.0010991568386241966
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,6.873618944320407e-88
xray,dysp,,1.6821922433060515e-40
tub,either,xray,3.569871916099864e-37
tub,either,xray,3.569871916099864e-37
tub,xray,either,0.2019192352042398
tub,xray,either,0.2019192352042398
tub,dysp,either,0.6796344410294437
tub,dysp,either,0.6796344410294437
smoke,lung,bronc,1.0756469080200458e-82
smoke,lung,bronc,1.0756469080200458e-82
smoke,lung,bronc,1.0756469080200458e-82
smoke,lung,bronc,1.0756469080200458e-82
smoke,bronc,either,2.0136967710965372e-181
smoke,bronc,either,2.0136967710965372e-181
smoke,bronc,either,2.0136967710965372e-181
smoke,bronc,either,2.0136967710965372e-181
smoke,either,lung,0.3462413117694231
smoke,either,lung,0.3462413117694231
smoke,either,lung,0.3462413117694231
smoke,xray,lung,0.4052980724678307
smoke,xray,lung,0.4052980724678307
smoke,xray,lung,0.4052980724678307
smoke,dysp,bronc,2.3936428238316744e-08
smoke,dysp,bronc,2.3936428238316744e-08
smoke,dysp,bronc,2.3936428238316744e-08
smoke,dysp,bronc,2.3936428238316744e-08
lung,bronc,smoke,0.6039607780865583
lung,bronc,smoke,0.6039607780865583
lung,bronc,smoke,0.6039607780865583
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,xray,either,0.19462980785661216
lung,xray,either,0.19462980785661216
lung,xray,either,0.19462980785661216
lung,xray,either,0.19462980785661216
lung,dysp,either,0.7275090840985639
lung,dysp,either,0.7275090840985639
lung,dysp,either,0.7275090840985639
bronc,either,lung,0.9229479121727473
bronc,either,lung,0.9229479121727473
bronc,either,lung,0.9229479121727473
bronc,xray,lung,0.5239380052473853
bronc,xray,lung,0.5239380052473853
bronc,dysp,either,0.0
bronc,dysp,either,0.0
bronc,dysp,either,0.0
bronc,dysp,either,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,dysp,bronc,6.792908053212968e-112
either,dysp,bronc,6.792908053212968e-112
either,dysp,bronc,6.792908053212968e-112
either,dysp,bronc,6.792908053212968e-112
either,dysp,bronc,6.792908053212968e-112
xray,dysp,either,0.5439520085413555
smoke,lung,"bronc,dysp",1.162835804194978e-72
smoke,bronc,"dysp,lung",2.5168818710161226e-88
smoke,dysp,"bronc,lung",0.4708682995236225
either,xray,"lung,tub",0.008617070978134952
either,xray,"lung,tub",0.008617070978134952
either,xray,"lung,tub",0.008617070978134952
either,dysp,"lung,tub",0.731957426740279
either,dysp,"lung,tub",0.731957426740279
either,dysp,"lung,tub",0.731957426740279
