node_i,node_j,condition,p_value
asia,tub,,0.0984519622150778
asia,smoke,,0.6437958420952404
asia,lung,,0.8127397705066537
asia,bronc,,0.5189222177389969
asia,either,,0.7524334632563845
asia,xray,,0.6210600224831211
asia,dysp,,0.4285294539176807
tub,smoke,,0.7714766001590054
tub,lung,,0.6153715262469671
tub,bronc,,0.6965727291086559
tub,either,,4.34854499154887e-165
tub,xray,,2.444805494139423e-124
tub,dysp,,8.601348267395158e-17
smoke,lung,,2.3182404815662498e-116
smoke,bronc,,5.397212836476394e-217
smoke,either,,1.6236569721264227e-92
smoke,xray,,3.2319897706758632e-53
smoke,dysp,,6.99532918153781e-142
lung,bronc,,4.690500944056215e-09
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,4.776334731651498e-90
bronc,either,,2.951678023712926e-07
bronc,xray,,0.0014446879471799443
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,2.394537926608879e-106
xray,dysp,,2.2703259967959845e-50
tub,either,dysp,6.335760558441118e-148
tub,either,dysp,6.335760558441118e-148
tub,xray,either,0.20465828713185905
tub,dysp,either,0.7970312272986496
tub,dysp,either,0.7970312272986496
smoke,lung,bronc,4.259122406442992e-107
smoke,lung,bronc,4.259122406442992e-107
smoke,lung,bronc,4.259122406442992e-107
smoke,lung,bronc,4.259122406442992e-107
smoke,bronc,lung,5.471761227210923e-208
smoke,bronc,lung,5.471761227210923e-208
smoke,bronc,lung,5.471761227210923e-208
smoke,bronc,lung,5.471761227210923e-208
smoke,either,lung,0.33550006121832604
smoke,either,lung,0.33550006121832604
smoke,either,lung,0.33550006121832604
smoke,xray,either,0.2299530549103761
smoke,dysp,bronc,2.0033113913085246e-11
smoke,dysp,bronc,2.0033113913085246e-11
smoke,dysp,bronc,2.0033113913085246e-11
smoke,dysp,bronc,2.0033113913085246e-11
lung,bronc,smoke,0.7725796892148478
lung,bronc,smoke,0.7725796892148478
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,xray,either,0.20470412885943354
lung,xray,either,0.20470412885943354
lung,xray,either,0.20470412885943354
lung,dysp,either,0.8353339584866699
lung,dysp,either,0.8353339584866699
lung,dysp,either,0.8353339584866699
bronc,either,smoke,0.7516549886763924
bronc,either,smoke,0.7516549886763924
bronc,xray,either,0.4769999554917125
bronc,dysp,lung,0.0
bronc,dysp,lung,0.0
bronc,dysp,lung,0.0
bronc,dysp,lung,0.0
either,xray,smoke,0.0
either,xray,smoke,0.0
either,xray,smoke,0.0
either,xray,smoke,0.0
either,xray,smoke,0.0
either,dysp,xray,1.1056072138262114e-56
either,dysp,xray,1.1056072138262114e-56
either,dysp,xray,1.1056072138262114e-56
either,dysp,xray,1.1056072138262114e-56
either,dysp,xray,1.1056072138262114e-56
xray,dysp,either,0.4852077545417205
xray,dysp,either,0.4852077545417205
xray,dysp,either,0.4852077545417205
smoke,lung,"bronc,dysp",9.070356296028482e-94
smoke,bronc,"dysp,lung",8.605080180310137e-100
smoke,dysp,"bronc,lung",0.5275505977610522
either,xray,"dysp,tub",0.0
either,xray,"dysp,tub",0.0
either,xray,"dysp,tub",0.0
either,dysp,"lung,tub",0.729202089163296
either,dysp,"lung,tub",0.729202089163296
either,dysp,"lung,tub",0.729202089163296
