node_i,node_j,condition,p_value
asia,tub,,0.007491237861196519
asia,smoke,,0.30904564716015714
asia,lung,,0.9480192706836051
asia,bronc,,0.17135409346021285
asia,either,,0.27955461747057236
asia,xray,,0.9779458332050488
asia,dysp,,0.9840226477779443
tub,smoke,,0.9173991714248455
tub,lung,,0.7784867669995688
tub,bronc,,0.6241224427580105
tub,either,,2.4931492251027555e-228
tub,xray,,6.52752717790601e-175
tub,dysp,,1.2097113308125626e-22
smoke,lung,,2.82637267101562e-162
smoke,bronc,,3.112429535102065e-290
smoke,either,,3.7110406018984413e-128
smoke,xray,,1.0328231154403297e-77
smoke,dysp,,1.407467690574122e-189
lung,bronc,,1.543380979158808e-11
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,1.5200511259485888e-120
bronc,either,,3.114732438900769e-09
bronc,xray,,2.7134141695894226e-05
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,4.079996324454314e-143
xray,dysp,,5.961524901703475e-71
tub,either,dysp,3.590377967623831e-205
tub,either,dysp,3.590377967623831e-205
tub,either,dysp,3.590377967623831e-205
tub,xray,either,0.1614756276905203
tub,dysp,either,0.7711246026081215
smoke,lung,dysp,1.5335257786706478e-114
smoke,lung,dysp,1.5335257786706478e-114
smoke,lung,dysp,1.5335257786706478e-114
smoke,lung,dysp,1.5335257786706478e-114
smoke,bronc,lung,1.134360702426369e-278
smoke,bronc,lung,1.134360702426369e-278
smoke,bronc,lung,1.134360702426369e-278
smoke,bronc,lung,1.134360702426369e-278
smoke,either,lung,0.31820278348968806
smoke,either,lung,0.31820278348968806
smoke,either,lung,0.31820278348968806
smoke,either,lung,0.31820278348968806
smoke,xray,lung,0.05460390326157446
smoke,xray,lung,0.05460390326157446
smoke,xray,lung,0.05460390326157446
smoke,xray,lung,0.05460390326157446
smoke,dysp,lung,3.0418561342688583e-142
smoke,dysp,lung,3.0418561342688583e-142
smoke,dysp,lung,3.0418561342688583e-142
smoke,dysp,lung,3.0418561342688583e-142
lung,bronc,smoke,0.899676066315774
lung,bronc,smoke,0.899676066315774
lung,bronc,smoke,0.899676066315774
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,either,dysp,0.0
lung,xray,either,0.17227465084286592
lung,dysp,either,0.7831907509995298
bronc,either,smoke,0.801418060853995
bronc,either,smoke,0.801418060853995
bronc,xray,either,0.4341408320401354
bronc,dysp,lung,0.0
bronc,dysp,lung,0.0
bronc,dysp,lung,0.0
bronc,dysp,lung,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,xray,tub,0.0
either,dysp,tub,7.284999686738261e-121
either,dysp,tub,7.284999686738261e-121
either,dysp,tub,7.284999686738261e-121
either,dysp,tub,7.284999686738261e-121
either,dysp,tub,7.284999686738261e-121
xray,dysp,either,0.7003791181813022
xray,dysp,either,0.7003791181813022
xray,dysp,either,0.7003791181813022
smoke,lung,"bronc,dysp",3.601144974164757e-131
smoke,bronc,"dysp,lung",1.2295230285324506e-135
smoke,dysp,"bronc,lung",0.2542485716362666
either,xray,"dysp,lung",2.657827672274729e-210
either,xray,"dysp,lung",2.657827672274729e-210
either,xray,"dysp,lung",2.657827672274729e-210
either,dysp,"lung,tub",0.7172744703288659
either,dysp,"lung,tub",0.7172744703288659
either,dysp,"lung,tub",0.7172744703288659
