node_i,node_j,condition,p_value
asia,tub,,0.0035818357372653315
asia,smoke,,0.5512322747517886
asia,lung,,0.9057230841743118
asia,bronc,,0.24774864397753
asia,either,,0.26513624920726075
asia,xray,,0.9367959670681287
asia,dysp,,0.9602881460950792
tub,smoke,,0.7972711912541881
tub,lung,,0.670303361858992
tub,bronc,,0.9720933586420691
tub,either,,1.9459803635525466e-254
tub,xray,,1.945602745466844e-195
tub,dysp,,2.3378661162517154e-26
smoke,lung,,4.144200367849568e-191
smoke,bronc,,0.0
smoke,either,,4.308026142455751e-149
smoke,xray,,1.379711532261834e-88
smoke,dysp,,5.4054742642177914e-207
lung,bronc,,7.592110376841367e-14
lung,either,,0.0
lung,xray,,0.0
lung,dysp,,1.57964246986737e-135
bronc,either,,1.2063710162661596e-11
bronc,xray,,7.510487586582521e-07
bronc,dysp,,0.0
either,xray,,0.0
either,dysp,,9.298958717209817e-163
xray,dysp,,6.946411193061443e-83
tub,either,asia,3.3814321809523577e-252
tub,either,asia,3.3814321809523577e-252
tub,either,asia,3.3814321809523577e-252
tub,xray,either,0.14820438808957018
tub,xray,either,0.14820438808957018
tub,dysp,either,0.9027179467458958
tub,dysp,either,0.9027179467458958
smoke,lung,bronc,6.356942728069194e-177
smoke,lung,bronc,6.356942728069194e-177
smoke,lung,bronc,6.356942728069194e-177
smoke,lung,bronc,6.356942728069194e-177
smoke,bronc,either,0.0
smoke,bronc,either,0.0
smoke,bronc,either,0.0
smoke,bronc,either,0.0
smoke,either,lung,0.31160060052151217
smoke,xray,lung,0.0930578211634593
smoke,dysp,bronc,2.878746762397278e-17
smoke,dysp,bronc,2.878746762397278e-17
smoke,dysp,bronc,2.878746762397278e-17
smoke,dysp,bronc,2.878746762397278e-17
lung,bronc,smoke,0.94907328135868
lung,bronc,smoke,0.94907328135868
lung,bronc,smoke,0.94907328135868
lung,bronc,smoke,0.94907328135868
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,either,bronc,0.0
lung,xray,either,0.1603920639882916
lung,xray,either,0.1603920639882916
lung,xray,either,0.1603920639882916
lung,dysp,either,0.9498725761408756
lung,dysp,either,0.9498725761408756
bronc,either,lung,0.9814454848441759
bronc,xray,lung,0.58950358109172
bronc,dysp,smoke,0.0
bronc,dysp,smoke,0.0
bronc,dysp,smoke,0.0
bronc,dysp,smoke,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,xray,bronc,0.0
either,dysp,bronc,2.942821041424744e-221
either,dysp,bronc,2.942821041424744e-221
either,dysp,bronc,2.942821041424744e-221
either,dysp,bronc,2.942821041424744e-221
either,dysp,bronc,2.942821041424744e-221
xray,dysp,either,0.6634292176378092
xray,dysp,either,0.6634292176378092
xray,dysp,either,0.6634292176378092
xray,dysp,either,0.6634292176378092
smoke,lung,"bronc,dysp",1.951619015452779e-157
smoke,bronc,"dysp,lung",9.686182107942354e-156
smoke,dysp,"bronc,lung",0.5735525983785081
either,xray,"dysp,tub",0.0
either,xray,"dysp,tub",0.0
either,xray,"dysp,tub",0.0
either,dysp,"lung,tub",0.7351547385597397
either,dysp,"lung,tub",0.7351547385597397
