node_i,node_j,p_value
asia,bronc,0.17135409346021285
asia,dysp,0.9840226477779443
asia,either,0.27955461747057236
asia,lung,0.9480192706836051
asia,smoke,0.30904564716015714
asia,tub,0.007491237861196519
asia,xray,0.9779458332050488
bronc,dysp,0.0
bronc,either,0.801418060853995
bronc,xray,0.4341408320401354
either,dysp,0.7172744703288659
either,xray,2.657827672274729e-210
lung,bronc,0.899676066315774
lung,dysp,0.7831907509995298
lung,either,0.0
lung,xray,0.17227465084286592
smoke,bronc,1.2295230285324506e-135
smoke,dysp,0.2542485716362666
smoke,either,0.31820278348968806
smoke,lung,1.5335257786706478e-114
smoke,xray,0.05460390326157446
tub,bronc,0.6241224427580105
tub,dysp,0.7711246026081215
tub,either,3.590377967623831e-205
tub,lung,0.7784867669995688
tub,smoke,0.9173991714248455
tub,xray,0.1614756276905203
xray,dysp,0.7003791181813022
