node_i,node_j,p_value
ANAPHYLAXIS,ARTCO2,0.9466482053955187
ANAPHYLAXIS,BP,0.5767055987851899
ANAPHYLAXIS,CATECHOL,0.07415437289122181
ANAPHYLAXIS,CO,0.9655034732742066
ANAPHYLAXIS,DISCONNECT,0.7397750529265767
ANAPHYLAXIS,EXPCO2,0.0991083034682166
ANAPHYLAXIS,FIO2,0.43610770645420227
ANAPHYLAXIS,HR,0.7537457124410927
ANAPHYLAXIS,INTUBATION,0.06543211648661863
ANAPHYLAXIS,KINKEDTUBE,0.8976770812384536
ANAPHYLAXIS,MINVOL,0.20530477549264936
ANAPHYLAXIS,MINVOLSET,0.36233847254741336
ANAPHYLAXIS,PAP,0.10806358379231865
ANAPHYLAXIS,PRESS,0.40312987933394884
ANAPHYLAXIS,PULMEMBOLUS,0.5962399733420369
ANAPHYLAXIS,PVSAT,0.8745213345496782
ANAPHYLAXIS,SAO2,0.44084730355853685
ANAPHYLAXIS,SHUNT,0.21851762517526968
ANAPHYLAXIS,TPR,1.4077797275813954e-22
ANAPHYLAXIS,VENTALV,0.13420000138412624
ANAPHYLAXIS,VENTLUNG,0.257509798498746
ANAPHYLAXIS,VENTMACH,0.1758093025628567
ANAPHYLAXIS,VENTTUBE,0.07912443275230065
ARTCO2,BP,0.1590758569317661
ARTCO2,CATECHOL,0.161315372496707
ARTCO2,CO,0.0741380470065552
ARTCO2,HR,0.0830086316967687
CATECHOL,BP,0.33924739307305063
CATECHOL,CO,0.3094688684984236
CATECHOL,HR,0.0
CO,BP,3.4519595851141903e-141
CVP,ANAPHYLAXIS,0.5250210419824892
CVP,ARTCO2,0.8012238064989166
CVP,BP,0.6822215454507135
CVP,CATECHOL,0.873267497910771
CVP,CO,0.24873653110472443
CVP,DISCONNECT,0.9676085978657507
CVP,ERRCAUTER,0.34298452118176137
CVP,ERRLOWOUTPUT,0.9789024227187606
CVP,EXPCO2,0.7542880452498634
CVP,FIO2,0.8253872136403391
CVP,HR,0.19633240292666157
CVP,HRBP,0.40043767444739536
CVP,HREKG,0.3493305519876568
CVP,HRSAT,0.32726493218069186
CVP,HYPOVOLEMIA,0.8428012043135953
CVP,INSUFFANESTH,0.0738271194459373
CVP,INTUBATION,0.3923656911112654
CVP,KINKEDTUBE,0.6037369926157833
CVP,LVEDVOLUME,0.0
CVP,LVFAILURE,0.20505645387304844
CVP,MINVOL,0.771270198473398
CVP,MINVOLSET,0.746044138112433
CVP,PAP,0.26095196275207033
CVP,PCWP,0.0
CVP,PRESS,0.46231401515698434
CVP,PULMEMBOLUS,0.7555498485045585
CVP,PVSAT,0.8663672478334917
CVP,SAO2,0.978070958525537
CVP,SHUNT,0.7806242953548781
CVP,STROKEVOLUME,0.30162367655924477
CVP,TPR,0.8977201556649461
CVP,VENTALV,0.9450104589826077
CVP,VENTLUNG,0.8589331564584458
CVP,VENTMACH,0.7945046745364339
CVP,VENTTUBE,0.1341943141374186
DISCONNECT,ARTCO2,0.48662679773744955
DISCONNECT,BP,0.19353833109509005
DISCONNECT,CATECHOL,0.6864365405139885
DISCONNECT,CO,0.05287035221033551
DISCONNECT,HR,0.34821608639034324
DISCONNECT,MINVOLSET,0.7638330323243692
DISCONNECT,VENTALV,0.7500459571988461
DISCONNECT,VENTLUNG,0.08719370971881217
DISCONNECT,VENTMACH,0.38443637179584234
DISCONNECT,VENTTUBE,0.0
ERRCAUTER,ANAPHYLAXIS,0.3994536323805119
ERRCAUTER,ARTCO2,0.34764313230951094
ERRCAUTER,BP,0.16521507795782261
