node_i,node_j,condition,p_value
Akt,Erk,,0.0
Akt,Jnk,,4.793035385659374e-189
Akt,Mek,,0.0
Akt,P38,,3.68044558688875e-297
Akt,PIP2,,0.9495628588099774
Akt,PIP3,,0.2966415270859347
Akt,PKA,,0.0
Akt,PKC,,1.3774458433893912e-264
Akt,Plcg,,0.3390520545805467
Akt,Raf,,0.0
Erk,Jnk,,2.617623427138658e-115
Erk,Mek,,0.0
Erk,P38,,2.210890207618633e-154
Erk,PIP2,,0.35269936315262357
Erk,PIP3,,0.978060319428502
Erk,PKA,,0.0
Erk,PKC,,5.325593384362399e-81
Erk,Plcg,,0.3229752825163762
Erk,Raf,,4.710762454038054e-156
Jnk,Mek,,3.1223608515591627e-285
Jnk,P38,,4.814452534539605e-247
Jnk,PIP2,,0.7428425734221411
Jnk,PIP3,,0.8073880662521128
Jnk,PKA,,0.0
Jnk,PKC,,0.0
Jnk,Plcg,,0.7251703044873441
Jnk,Raf,,1.520104332407135e-262
Mek,P38,,0.0
Mek,PIP2,,0.7834173332162088
Mek,PIP3,,0.3882144533570443
Mek,PKA,,0.0
Mek,PKC,,0.0
Mek,Plcg,,0.44166209167850323
Mek,Raf,,0.0
P38,PIP2,,0.6034235185373248
P38,PIP3,,0.13139630453509388
P38,PKA,,0.0
P38,PKC,,0.0
P38,Plcg,,0.47368123565536036
P38,Raf,,0.0
PIP2,PIP3,,1.9515862709320938e-66
PIP2,PKA,,0.9129215442332025
PIP2,PKC,,0.4363464355312523
PIP2,Plcg,,0.0
PIP2,Raf,,0.362337086106627
PIP3,PKA,,0.36605172264270636
PIP3,PKC,,0.6930074261903649
PIP3,Plcg,,3.36538283119821e-187
PIP3,Raf,,0.42550335330131783
PKA,PKC,,0.0
PKA,Plcg,,0.8974566667959285
PKA,Raf,,0.0
PKC,Plcg,,0.30035517520127397
PKC,Raf,,0.0
Plcg,Raf,,0.6701208460034829
Akt,Erk,P38,0.0
Akt,Erk,P38,0.0
Akt,Erk,P38,0.0
Akt,Erk,P38,0.0
Akt,Erk,P38,0.0
Akt,Erk,P38,0.0
Akt,Jnk,P38,1.8768319672948987e-118
Akt,Jnk,P38,1.8768319672948987e-118
Akt,Jnk,P38,1.8768319672948987e-118
Akt,Jnk,P38,1.8768319672948987e-118
Akt,Jnk,P38,1.8768319672948987e-118
Akt,Jnk,P38,1.8768319672948987e-118
Akt,Mek,P38,0.0
Akt,Mek,P38,0.0
Akt,Mek,P38,0.0
Akt,Mek,P38,0.0
Akt,Mek,P38,0.0
Akt,Mek,P38,0.0
Akt,P38,Mek,3.76023185012269e-18
Akt,P38,Mek,3.76023185012269e-18
Akt,P38,Mek,3.76023185012269e-18
Akt,P38,Mek,3.76023185012269e-18
Akt,P38,Mek,3.76023185012269e-18
Akt,P38,Mek,3.76023185012269e-18
Akt,PKA,P38,0.0
Akt,PKA,P38,0.0
Akt,PKA,P38,0.0
Akt,PKA,P38,0.0
Akt,PKA,P38,0.0
Akt,PKA,P38,0.0
Akt,PKC,P38,1.209393929604072e-97
Akt,PKC,P38,1.209393929604072e-97
Akt,PKC,P38,1.209393929604072e-97
Akt,PKC,P38,1.209393929604072e-97
Akt,PKC,P38,1.209393929604072e-97
Akt,PKC,P38,1.209393929604072e-97
Akt,Raf,P38,2.8126766965032484e-207
Akt,Raf,P38,2.8126766965032484e-207
Akt,Raf,P38,2.8126766965032484e-207
Akt,Raf,P38,2.8126766965032484e-207
Akt,Raf,P38,2.8126766965032484e-207
Akt,Raf,P38,2.8126766965032484e-207
Erk,Jnk,P38,4.927326906773338e-46
Erk,Jnk,P38,4.927326906773338e-46
Erk,Jnk,P38,4.927326906773338e-46
Erk,Jnk,P38,4.927326906773338e-46
Erk,Jnk,P38,4.927326906773338e-46
Erk,Jnk,P38,4.927326906773338e-46
Erk,Mek,P38,0.0
Erk,Mek,P38,0.0
Erk,Mek,P38,0.0
Erk,Mek,P38,0.0
Erk,Mek,P38,0.0
Erk,Mek,P38,0.0
Erk,P38,Mek,9.32890106243735e-92
Erk,P38,Mek,9.32890106243735e-92
Erk,P38,Mek,9.32890106243735e-92
Erk,P38,Mek,9.32890106243735e-92
Erk,P38,Mek,9.32890106243735e-92
Erk,P38,Mek,9.32890106243735e-92
Erk,PKA,P38,1.5510452426809397e-243
Erk,PKA,P38,1.5510452426809397e-243
Erk,PKA,P38,1.5510452426809397e-243
Erk,PKA,P38,1.5510452426809397e-243
Erk,PKA,P38,1.5510452426809397e-243
Erk,PKA,P38,1.5510452426809397e-243
Erk,PKC,P38,8.499125402967041e-23
Erk,PKC,P38,8.499125402967041e-23
Erk,PKC,P38,8.499125402967041e-23
Erk,PKC,P38,8.499125402967041e-23
Erk,PKC,P38,8.499125402967041e-23
Erk,PKC,P38,8.499125402967041e-23
Erk,Raf,P38,1.718556320450594e-78
Erk,Raf,P38,1.718556320450594e-78
Erk,Raf,P38,1.718556320450594e-78
Erk,Raf,P38,1.718556320450594e-78
Erk,Raf,P38,1.718556320450594e-78
Erk,Raf,P38,1.718556320450594e-78
Jnk,Mek,P38,2.860944408664018e-181
Jnk,Mek,P38,2.860944408664018e-181
Jnk,Mek,P38,2.860944408664018e-181
Jnk,Mek,P38,2.860944408664018e-181
Jnk,Mek,P38,2.860944408664018e-181
Jnk,Mek,P38,2.860944408664018e-181
Jnk,P38,Mek,3.106043454598908e-144
Jnk,P38,Mek,3.106043454598908e-144
Jnk,P38,Mek,3.106043454598908e-144
Jnk,P38,Mek,3.106043454598908e-144
Jnk,P38,Mek,3.106043454598908e-144
Jnk,P38,Mek,3.106043454598908e-144
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,Raf,P38,5.338760567710941e-131
Jnk,Raf,P38,5.338760567710941e-131
Jnk,Raf,P38,5.338760567710941e-131
Jnk,Raf,P38,5.338760567710941e-131
Jnk,Raf,P38,5.338760567710941e-131
Jnk,Raf,P38,5.338760567710941e-131
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,PKA,P38,0.0
Mek,PKA,P38,0.0
Mek,PKA,P38,0.0
Mek,PKA,P38,0.0
Mek,PKA,P38,0.0
Mek,PKA,P38,0.0
Mek,PKC,P38,2.3847471554006414e-261
Mek,PKC,P38,2.3847471554006414e-261
Mek,PKC,P38,2.3847471554006414e-261
Mek,PKC,P38,2.3847471554006414e-261
Mek,PKC,P38,2.3847471554006414e-261
Mek,PKC,P38,2.3847471554006414e-261
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
P38,PKA,Mek,0.0
P38,PKA,Mek,0.0
P38,PKA,Mek,0.0
P38,PKA,Mek,0.0
P38,PKA,Mek,0.0
P38,PKA,Mek,0.0
P38,PKC,Mek,1.7394887424935347e-172
P38,PKC,Mek,1.7394887424935347e-172
P38,PKC,Mek,1.7394887424935347e-172
P38,PKC,Mek,1.7394887424935347e-172
P38,PKC,Mek,1.7394887424935347e-172
P38,PKC,Mek,1.7394887424935347e-172
P38,Raf,Mek,6.966941322389954e-71
P38,Raf,Mek,6.966941322389954e-71
P38,Raf,Mek,6.966941322389954e-71
P38,Raf,Mek,6.966941322389954e-71
P38,Raf,Mek,6.966941322389954e-71
P38,Raf,Mek,6.966941322389954e-71
PIP2,PIP3,Plcg,8.23613331160301e-180
PIP2,Plcg,PIP3,0.0
PIP3,Plcg,PIP2,6.535996688123603e-299
PKA,PKC,P38,0.0
PKA,PKC,P38,0.0
PKA,PKC,P38,0.0
PKA,PKC,P38,0.0
PKA,PKC,P38,0.0
PKA,PKC,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKC,Raf,P38,6.16518314655908e-304
PKC,Raf,P38,6.16518314655908e-304
PKC,Raf,P38,6.16518314655908e-304
PKC,Raf,P38,6.16518314655908e-304
PKC,Raf,P38,6.16518314655908e-304
PKC,Raf,P38,6.16518314655908e-304
