node_i,node_j,condition,p_value
Akt,Erk,,0.0
Akt,Jnk,,2.3712016806357855e-271
Akt,Mek,,0.0
Akt,P38,,0.0
Akt,PIP2,,0.9985058918732493
Akt,PIP3,,0.40194576633971363
Akt,PKA,,0.0
Akt,PKC,,0.0
Akt,Plcg,,0.8601221410463241
Akt,Raf,,0.0
Erk,Jnk,,1.6945054558616165e-167
Erk,Mek,,0.0
Erk,P38,,2.2099596622708664e-212
Erk,PIP2,,0.1939690583725268
Erk,PIP3,,0.8401683607696674
Erk,PKA,,0.0
Erk,PKC,,1.3673667777454174e-101
Erk,Plcg,,0.8259070530494601
Erk,Raf,,3.2644082031125095e-220
Jnk,Mek,,0.0
Jnk,P38,,0.0
Jnk,PIP2,,0.9858416392260796
Jnk,PIP3,,0.6932879904265785
Jnk,PKA,,0.0
Jnk,PKC,,0.0
Jnk,Plcg,,0.8543972605190217
Jnk,Raf,,0.0
Mek,P38,,0.0
Mek,PIP2,,0.826230108941231
Mek,PIP3,,0.5657369457354112
Mek,PKA,,0.0
Mek,PKC,,0.0
Mek,Plcg,,0.5143603708593969
Mek,Raf,,0.0
P38,PIP2,,0.5406988339868912
P38,PIP3,,0.04052965209983512
P38,PKA,,0.0
P38,PKC,,0.0
P38,Plcg,,0.34545734961417407
P38,Raf,,0.0
PIP2,PIP3,,2.7265517938272053e-84
PIP2,PKA,,0.766395474370539
PIP2,PKC,,0.2827444438641201
PIP2,Plcg,,0.0
PIP2,Raf,,0.37648421205546306
PIP3,PKA,,0.36725060868791637
PIP3,PKC,,0.7303640590183356
PIP3,Plcg,,4.4747240674043065e-262
PIP3,Raf,,0.4142449758251556
PKA,PKC,,0.0
PKA,Plcg,,0.5815698373500817
PKA,Raf,,0.0
PKC,Plcg,,0.24155112588204308
PKC,Raf,,0.0
Plcg,Raf,,0.9250853608686549
Akt,Erk,Mek,0.0
Akt,Erk,Mek,0.0
Akt,Erk,Mek,0.0
Akt,Erk,Mek,0.0
Akt,Erk,Mek,0.0
Akt,Erk,Mek,0.0
Akt,Jnk,Mek,1.0159139980585639e-15
Akt,Jnk,Mek,1.0159139980585639e-15
Akt,Jnk,Mek,1.0159139980585639e-15
Akt,Jnk,Mek,1.0159139980585639e-15
Akt,Jnk,Mek,1.0159139980585639e-15
Akt,Jnk,Mek,1.0159139980585639e-15
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,P38,Mek,1.6188299338978382e-22
Akt,P38,Mek,1.6188299338978382e-22
Akt,P38,Mek,1.6188299338978382e-22
Akt,P38,Mek,1.6188299338978382e-22
Akt,P38,Mek,1.6188299338978382e-22
Akt,P38,Mek,1.6188299338978382e-22
Akt,PKA,Mek,2.4643833770558095e-122
Akt,PKA,Mek,2.4643833770558095e-122
Akt,PKA,Mek,2.4643833770558095e-122
Akt,PKA,Mek,2.4643833770558095e-122
Akt,PKA,Mek,2.4643833770558095e-122
Akt,PKA,Mek,2.4643833770558095e-122
Akt,PKC,Mek,1.1057654638512218e-34
Akt,PKC,Mek,1.1057654638512218e-34
Akt,PKC,Mek,1.1057654638512218e-34
Akt,PKC,Mek,1.1057654638512218e-34
Akt,PKC,Mek,1.1057654638512218e-34
Akt,PKC,Mek,1.1057654638512218e-34
Akt,Raf,Mek,0.021285966345782205
Akt,Raf,Mek,0.021285966345782205
Akt,Raf,Mek,0.021285966345782205
Akt,Raf,Mek,0.021285966345782205
Akt,Raf,Mek,0.021285966345782205
Akt,Raf,Mek,0.021285966345782205
Erk,Jnk,Akt,3.420627901321558e-126
Erk,Jnk,Akt,3.420627901321558e-126
Erk,Jnk,Akt,3.420627901321558e-126
Erk,Jnk,Akt,3.420627901321558e-126
Erk,Jnk,Akt,3.420627901321558e-126
Erk,Jnk,Akt,3.420627901321558e-126
Erk,Mek,Akt,2.0968595247649762e-130
Erk,Mek,Akt,2.0968595247649762e-130
Erk,Mek,Akt,2.0968595247649762e-130
Erk,Mek,Akt,2.0968595247649762e-130
Erk,Mek,Akt,2.0968595247649762e-130
Erk,Mek,Akt,2.0968595247649762e-130
Erk,P38,Akt,1.8963191575236315e-118
Erk,P38,Akt,1.8963191575236315e-118
Erk,P38,Akt,1.8963191575236315e-118
Erk,P38,Akt,1.8963191575236315e-118
Erk,P38,Akt,1.8963191575236315e-118
Erk,P38,Akt,1.8963191575236315e-118
Erk,PKA,Akt,0.0
Erk,PKA,Akt,0.0
Erk,PKA,Akt,0.0
Erk,PKA,Akt,0.0
Erk,PKA,Akt,0.0
Erk,PKA,Akt,0.0
Erk,PKC,Akt,7.857818068040336e-31
Erk,PKC,Akt,7.857818068040336e-31
Erk,PKC,Akt,7.857818068040336e-31
Erk,PKC,Akt,7.857818068040336e-31
Erk,PKC,Akt,7.857818068040336e-31
Erk,PKC,Akt,7.857818068040336e-31
Erk,Raf,Akt,8.003703952770326e-90
Erk,Raf,Akt,8.003703952770326e-90
Erk,Raf,Akt,8.003703952770326e-90
Erk,Raf,Akt,8.003703952770326e-90
Erk,Raf,Akt,8.003703952770326e-90
Erk,Raf,Akt,8.003703952770326e-90
Jnk,Mek,Akt,3.429504064781719e-156
Jnk,Mek,Akt,3.429504064781719e-156
Jnk,Mek,Akt,3.429504064781719e-156
Jnk,Mek,Akt,3.429504064781719e-156
Jnk,Mek,Akt,3.429504064781719e-156
Jnk,Mek,Akt,3.429504064781719e-156
Jnk,P38,Akt,8.34318951503091e-256
Jnk,P38,Akt,8.34318951503091e-256
Jnk,P38,Akt,8.34318951503091e-256
Jnk,P38,Akt,8.34318951503091e-256
Jnk,P38,Akt,8.34318951503091e-256
Jnk,P38,Akt,8.34318951503091e-256
Jnk,PKA,Akt,0.0
Jnk,PKA,Akt,0.0
Jnk,PKA,Akt,0.0
Jnk,PKA,Akt,0.0
Jnk,PKA,Akt,0.0
Jnk,PKA,Akt,0.0
Jnk,PKC,Akt,0.0
Jnk,PKC,Akt,0.0
Jnk,PKC,Akt,0.0
Jnk,PKC,Akt,0.0
Jnk,PKC,Akt,0.0
Jnk,PKC,Akt,0.0
Jnk,Raf,Akt,2.8347294417723217e-189
Jnk,Raf,Akt,2.8347294417723217e-189
Jnk,Raf,Akt,2.8347294417723217e-189
Jnk,Raf,Akt,2.8347294417723217e-189
Jnk,Raf,Akt,2.8347294417723217e-189
Jnk,Raf,Akt,2.8347294417723217e-189
Mek,P38,Akt,1.5750791996790108e-212
Mek,P38,Akt,1.5750791996790108e-212
Mek,P38,Akt,1.5750791996790108e-212
Mek,P38,Akt,1.5750791996790108e-212
Mek,P38,Akt,1.5750791996790108e-212
Mek,P38,Akt,1.5750791996790108e-212
Mek,PKA,Akt,0.0
Mek,PKA,Akt,0.0
Mek,PKA,Akt,0.0
Mek,PKA,Akt,0.0
Mek,PKA,Akt,0.0
Mek,PKA,Akt,0.0
Mek,PKC,Akt,0.0
Mek,PKC,Akt,0.0
Mek,PKC,Akt,0.0
Mek,PKC,Akt,0.0
Mek,PKC,Akt,0.0
Mek,PKC,Akt,0.0
Mek,Raf,Akt,0.0
Mek,Raf,Akt,0.0
Mek,Raf,Akt,0.0
Mek,Raf,Akt,0.0
Mek,Raf,Akt,0.0
Mek,Raf,Akt,0.0
P38,PIP3,Erk,0.13488341288085057
P38,PIP3,Erk,0.13488341288085057
P38,PKA,Akt,0.0
P38,PKA,Akt,0.0
P38,PKA,Akt,0.0
P38,PKA,Akt,0.0
P38,PKA,Akt,0.0
P38,PKA,Akt,0.0
P38,PKA,Akt,0.0
P38,PKC,Akt,0.0
P38,PKC,Akt,0.0
P38,PKC,Akt,0.0
P38,PKC,Akt,0.0
P38,PKC,Akt,0.0
P38,PKC,Akt,0.0
P38,PKC,Akt,0.0
P38,Raf,Akt,4.427263970184075e-208
P38,Raf,Akt,4.427263970184075e-208
P38,Raf,Akt,4.427263970184075e-208
P38,Raf,Akt,4.427263970184075e-208
P38,Raf,Akt,4.427263970184075e-208
P38,Raf,Akt,4.427263970184075e-208
P38,Raf,Akt,4.427263970184075e-208
PIP2,PIP3,Plcg,9.40003412964767e-261
PIP2,Plcg,PIP3,0.0
PIP3,Plcg,P38,1.9009200013928258e-253
PIP3,Plcg,P38,1.9009200013928258e-253
PKA,PKC,Akt,0.0
PKA,PKC,Akt,0.0
PKA,PKC,Akt,0.0
PKA,PKC,Akt,0.0
PKA,PKC,Akt,0.0
PKA,PKC,Akt,0.0
PKA,Raf,Akt,0.0
PKA,Raf,Akt,0.0
PKA,Raf,Akt,0.0
PKA,Raf,Akt,0.0
PKA,Raf,Akt,0.0
PKA,Raf,Akt,0.0
PKC,Raf,Akt,0.0
PKC,Raf,Akt,0.0
PKC,Raf,Akt,0.0
PKC,Raf,Akt,0.0
PKC,Raf,Akt,0.0
PKC,Raf,Akt,0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Erk,"Mek,Raf",0.0
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Jnk,"Mek,Raf",1.4448741996575872e-10
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,P38,"Mek,PKA",0.0870703854170017
Akt,P38,"Mek,PKA",0.0870703854170017
Akt,P38,"Mek,PKA",0.0870703854170017
Akt,P38,"Mek,PKA",0.0870703854170017
Akt,P38,"Mek,PKA",0.0870703854170017
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKA,"Mek,Raf",2.1252707133333294e-105
Akt,PKC,"Mek,PKA",0.5604300632133585
Akt,PKC,"Mek,PKA",0.5604300632133585
Akt,PKC,"Mek,PKA",0.5604300632133585
Akt,PKC,"Mek,PKA",0.5604300632133585
Akt,PKC,"Mek,PKA",0.5604300632133585
Akt,Raf,"Erk,PKA",0.5121223315844635
Erk,Jnk,"PKA,PKC",0.7160520602391622
Erk,Mek,"Akt,Raf",2.365491566944585e-149
Erk,Mek,"Akt,Raf",2.365491566944585e-149
Erk,Mek,"Akt,Raf",2.365491566944585e-149
Erk,Mek,"Akt,Raf",2.365491566944585e-149
