node_i,node_j,condition,p_value
Akt,Erk,,0.0
Akt,Jnk,,3.778280419272158e-233
Akt,Mek,,0.0
Akt,P38,,0.0
Akt,PIP2,,0.99952722629845
Akt,PIP3,,0.3404752952286162
Akt,PKA,,0.0
Akt,PKC,,8.654459149897693e-309
Akt,Plcg,,0.8676451118380837
Akt,Raf,,0.0
Erk,Jnk,,1.0764205220592738e-146
Erk,Mek,,0.0
Erk,P38,,4.484711049279666e-187
Erk,PIP2,,0.36680212941379575
Erk,PIP3,,0.9695652868128638
Erk,PKA,,0.0
Erk,PKC,,1.9266719505111407e-89
Erk,Plcg,,0.7667393747594354
Erk,Raf,,3.094685922973041e-189
Jnk,Mek,,0.0
Jnk,P38,,1.1231956120151309e-306
Jnk,PIP2,,0.9555530589503183
Jnk,PIP3,,0.7247533477510077
Jnk,PKA,,0.0
Jnk,PKC,,0.0
Jnk,Plcg,,0.9490724381628572
Jnk,Raf,,0.0
Mek,P38,,0.0
Mek,PIP2,,0.764737906017072
Mek,PIP3,,0.5522309497726547
Mek,PKA,,0.0
Mek,PKC,,0.0
Mek,Plcg,,0.25913402275098746
Mek,Raf,,0.0
P38,PIP2,,0.49129412145946016
P38,PIP3,,0.028307376923396924
P38,PKA,,0.0
P38,PKC,,0.0
P38,Plcg,,0.413005323584942
P38,Raf,,0.0
PIP2,PIP3,,2.4602198800740224e-77
PIP2,PKA,,0.882714415245631
PIP2,PKC,,0.34263867227624556
PIP2,Plcg,,0.0
PIP2,Raf,,0.3050586859438836
PIP3,PKA,,0.3360599605672484
PIP3,PKC,,0.720070015326089
PIP3,Plcg,,2.0837363160993538e-220
PIP3,Raf,,0.37913406125954424
PKA,PKC,,0.0
PKA,Plcg,,0.8088389722193766
PKA,Raf,,0.0
PKC,Plcg,,0.15727740009491592
PKC,Raf,,0.0
Plcg,Raf,,0.8167875661979275
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Jnk,Raf,8.815616579980081e-67
Akt,Jnk,Raf,8.815616579980081e-67
Akt,Jnk,Raf,8.815616579980081e-67
Akt,Jnk,Raf,8.815616579980081e-67
Akt,Jnk,Raf,8.815616579980081e-67
Akt,Jnk,Raf,8.815616579980081e-67
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,P38,Raf,1.0983286744570601e-119
Akt,P38,Raf,1.0983286744570601e-119
Akt,P38,Raf,1.0983286744570601e-119
Akt,P38,Raf,1.0983286744570601e-119
Akt,P38,Raf,1.0983286744570601e-119
Akt,P38,Raf,1.0983286744570601e-119
Akt,PKA,Raf,1.13273307822695e-310
Akt,PKA,Raf,1.13273307822695e-310
Akt,PKA,Raf,1.13273307822695e-310
Akt,PKA,Raf,1.13273307822695e-310
Akt,PKA,Raf,1.13273307822695e-310
Akt,PKA,Raf,1.13273307822695e-310
Akt,PKC,Raf,1.754992915571095e-96
Akt,PKC,Raf,1.754992915571095e-96
Akt,PKC,Raf,1.754992915571095e-96
Akt,PKC,Raf,1.754992915571095e-96
Akt,PKC,Raf,1.754992915571095e-96
Akt,PKC,Raf,1.754992915571095e-96
Akt,Raf,P38,3.9618322130617807e-246
Akt,Raf,P38,3.9618322130617807e-246
Akt,Raf,P38,3.9618322130617807e-246
Akt,Raf,P38,3.9618322130617807e-246
Akt,Raf,P38,3.9618322130617807e-246
Akt,Raf,P38,3.9618322130617807e-246
Erk,Jnk,Raf,9.820873474860089e-67
Erk,Jnk,Raf,9.820873474860089e-67
Erk,Jnk,Raf,9.820873474860089e-67
Erk,Jnk,Raf,9.820873474860089e-67
Erk,Jnk,Raf,9.820873474860089e-67
Erk,Jnk,Raf,9.820873474860089e-67
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,P38,Raf,6.429604295201789e-95
Erk,P38,Raf,6.429604295201789e-95
Erk,P38,Raf,6.429604295201789e-95
Erk,P38,Raf,6.429604295201789e-95
Erk,P38,Raf,6.429604295201789e-95
Erk,P38,Raf,6.429604295201789e-95
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKC,Raf,2.1927208669687822e-42
Erk,PKC,Raf,2.1927208669687822e-42
Erk,PKC,Raf,2.1927208669687822e-42
Erk,PKC,Raf,2.1927208669687822e-42
Erk,PKC,Raf,2.1927208669687822e-42
Erk,PKC,Raf,2.1927208669687822e-42
Erk,Raf,P38,6.925515780832632e-97
Erk,Raf,P38,6.925515780832632e-97
Erk,Raf,P38,6.925515780832632e-97
Erk,Raf,P38,6.925515780832632e-97
Erk,Raf,P38,6.925515780832632e-97
Erk,Raf,P38,6.925515780832632e-97
Jnk,Mek,Raf,3.823588193083775e-119
Jnk,Mek,Raf,3.823588193083775e-119
Jnk,Mek,Raf,3.823588193083775e-119
Jnk,Mek,Raf,3.823588193083775e-119
Jnk,Mek,Raf,3.823588193083775e-119
Jnk,Mek,Raf,3.823588193083775e-119
Jnk,P38,Raf,1.919725872231527e-142
Jnk,P38,Raf,1.919725872231527e-142
Jnk,P38,Raf,1.919725872231527e-142
Jnk,P38,Raf,1.919725872231527e-142
Jnk,P38,Raf,1.919725872231527e-142
Jnk,P38,Raf,1.919725872231527e-142
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,Raf,P38,3.574714880363884e-168
Jnk,Raf,P38,3.574714880363884e-168
Jnk,Raf,P38,3.574714880363884e-168
Jnk,Raf,P38,3.574714880363884e-168
Jnk,Raf,P38,3.574714880363884e-168
Jnk,Raf,P38,3.574714880363884e-168
Mek,P38,Raf,3.0511062276742702e-189
Mek,P38,Raf,3.0511062276742702e-189
Mek,P38,Raf,3.0511062276742702e-189
Mek,P38,Raf,3.0511062276742702e-189
Mek,P38,Raf,3.0511062276742702e-189
Mek,P38,Raf,3.0511062276742702e-189
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKC,Raf,8.673258596771055e-262
Mek,PKC,Raf,8.673258596771055e-262
Mek,PKC,Raf,8.673258596771055e-262
Mek,PKC,Raf,8.673258596771055e-262
Mek,PKC,Raf,8.673258596771055e-262
Mek,PKC,Raf,8.673258596771055e-262
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
Mek,Raf,P38,0.0
P38,PIP3,Erk,0.07993432858574313
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKC,Raf,5.343316967826067e-263
P38,PKC,Raf,5.343316967826067e-263
P38,PKC,Raf,5.343316967826067e-263
P38,PKC,Raf,5.343316967826067e-263
P38,PKC,Raf,5.343316967826067e-263
P38,PKC,Raf,5.343316967826067e-263
P38,PKC,Raf,5.343316967826067e-263
P38,Raf,PIP3,0.0
P38,Raf,PIP3,0.0
P38,Raf,PIP3,0.0
P38,Raf,PIP3,0.0
P38,Raf,PIP3,0.0
P38,Raf,PIP3,0.0
P38,Raf,PIP3,0.0
PIP2,PIP3,Plcg,9.28450338368811e-220
PIP2,Plcg,PIP3,0.0
PIP3,Plcg,PIP2,0.0
PIP3,Plcg,PIP2,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKA,Raf,P38,0.0
PKC,Raf,P38,0.0
PKC,Raf,P38,0.0
PKC,Raf,P38,0.0
PKC,Raf,P38,0.0
PKC,Raf,P38,0.0
PKC,Raf,P38,0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Erk,"P38,Raf",0.0
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Jnk,"P38,Raf",6.407115994988729e-51
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,Mek,"P38,Raf",0.0
Akt,P38,"Mek,PKA",0.07930449981888668
Akt,P38,"Mek,PKA",0.07930449981888668
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKA,"P38,Raf",2.562168165690416e-174
Akt,PKC,"Mek,PKA",0.5208472339323416
Akt,PKC,"Mek,PKA",0.5208472339323416
Akt,Raf,"Mek,PKA",0.6569579931358384
Akt,Raf,"Mek,PKA",0.6569579931358384
Erk,Jnk,"Mek,PKA",0.2227089864724381
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,Mek,"P38,Raf",0.0
Erk,P38,"Mek,PKA",0.733249005775316
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKA,"P38,Raf",1.5728304665800878e-244
Erk,PKC,"Mek,PKA",0.3643913645621248
Erk,Raf,"Mek,PKA",0.7136059559998256
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,Mek,"P38,Raf",1.0359304246149822e-93
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,P38,"Akt,Raf",1.0253588029718825e-120
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKA,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,PKC,"P38,Raf",0.0
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Jnk,Raf,"PKA,PKC",0.48020580340177166
Mek,P38,"PKA,PKC",0.11536988370805842
Mek,P38,"PKA,PKC",0.11536988370805842
Mek,P38,"PKA,PKC",0.11536988370805842
Mek,P38,"PKA,PKC",0.11536988370805842
Mek,P38,"PKA,PKC",0.11536988370805842
Mek,P38,"PKA,PKC",0.11536988370805842
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKA,"P38,Raf",0.0
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,PKC,"P38,Raf",3.1272027921625895e-152
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
Mek,Raf,"Jnk,P38",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
P38,PKA,"Jnk,Raf",0.0
