node_i,node_j,condition,p_value
Akt,Erk,,0.0
Akt,Jnk,,0.0
Akt,Mek,,0.0
Akt,P38,,0.0
Akt,PIP2,,0.995910337855158
Akt,PIP3,,0.15824946893587893
Akt,PKA,,0.0
Akt,PKC,,0.0
Akt,Plcg,,0.8612068673109587
Akt,Raf,,0.0
Erk,Jnk,,5.882026893802115e-231
Erk,Mek,,0.0
Erk,P38,,3.9380960481487667e-280
Erk,PIP2,,0.3194606901481501
Erk,PIP3,,0.9026242748936437
Erk,PKA,,0.0
Erk,PKC,,1.0418080299970262e-139
Erk,Plcg,,0.7787674151748886
Erk,Raf,,1.0313418494388868e-284
Jnk,Mek,,0.0
Jnk,P38,,0.0
Jnk,PIP2,,0.977235897267828
Jnk,PIP3,,0.7692418124103333
Jnk,PKA,,0.0
Jnk,PKC,,0.0
Jnk,Plcg,,0.6903452286258545
Jnk,Raf,,0.0
Mek,P38,,0.0
Mek,PIP2,,0.723299998244848
Mek,PIP3,,0.7722005673161648
Mek,PKA,,0.0
Mek,PKC,,0.0
Mek,Plcg,,0.5566979757133745
Mek,Raf,,0.0
P38,PIP2,,0.5267338759614686
P38,PIP3,,0.15813451379718355
P38,PKA,,0.0
P38,PKC,,0.0
P38,Plcg,,0.25201622872724516
P38,Raf,,0.0
PIP2,PIP3,,5.352806393044935e-105
PIP2,PKA,,0.7136642681054892
PIP2,PKC,,0.345562753353081
PIP2,Plcg,,0.0
PIP2,Raf,,0.4297084075189921
PIP3,PKA,,0.4531478019867641
PIP3,PKC,,0.8193768331125598
PIP3,Plcg,,0.0
PIP3,Raf,,0.49136359442970456
PKA,PKC,,0.0
PKA,Plcg,,0.4265115230876766
PKA,Raf,,0.0
PKC,Plcg,,0.42633055535779896
PKC,Raf,,0.0
Plcg,Raf,,0.6698592007522168
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Erk,Raf,0.0
Akt,Jnk,Raf,1.1003990241652329e-103
Akt,Jnk,Raf,1.1003990241652329e-103
Akt,Jnk,Raf,1.1003990241652329e-103
Akt,Jnk,Raf,1.1003990241652329e-103
Akt,Jnk,Raf,1.1003990241652329e-103
Akt,Jnk,Raf,1.1003990241652329e-103
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,Mek,Raf,0.0
Akt,P38,Raf,4.673918299569806e-183
Akt,P38,Raf,4.673918299569806e-183
Akt,P38,Raf,4.673918299569806e-183
Akt,P38,Raf,4.673918299569806e-183
Akt,P38,Raf,4.673918299569806e-183
Akt,P38,Raf,4.673918299569806e-183
Akt,PKA,Raf,0.0
Akt,PKA,Raf,0.0
Akt,PKA,Raf,0.0
Akt,PKA,Raf,0.0
Akt,PKA,Raf,0.0
Akt,PKA,Raf,0.0
Akt,PKC,Raf,2.0312398675212124e-149
Akt,PKC,Raf,2.0312398675212124e-149
Akt,PKC,Raf,2.0312398675212124e-149
Akt,PKC,Raf,2.0312398675212124e-149
Akt,PKC,Raf,2.0312398675212124e-149
Akt,PKC,Raf,2.0312398675212124e-149
Akt,Raf,PKC,0.0
Akt,Raf,PKC,0.0
Akt,Raf,PKC,0.0
Akt,Raf,PKC,0.0
Akt,Raf,PKC,0.0
Akt,Raf,PKC,0.0
Erk,Jnk,Raf,3.889472444116785e-114
Erk,Jnk,Raf,3.889472444116785e-114
Erk,Jnk,Raf,3.889472444116785e-114
Erk,Jnk,Raf,3.889472444116785e-114
Erk,Jnk,Raf,3.889472444116785e-114
Erk,Jnk,Raf,3.889472444116785e-114
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,Mek,Raf,0.0
Erk,P38,Raf,2.519844419914586e-140
Erk,P38,Raf,2.519844419914586e-140
Erk,P38,Raf,2.519844419914586e-140
Erk,P38,Raf,2.519844419914586e-140
Erk,P38,Raf,2.519844419914586e-140
Erk,P38,Raf,2.519844419914586e-140
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKA,Raf,0.0
Erk,PKC,Raf,4.9040084225777216e-64
Erk,PKC,Raf,4.9040084225777216e-64
Erk,PKC,Raf,4.9040084225777216e-64
Erk,PKC,Raf,4.9040084225777216e-64
Erk,PKC,Raf,4.9040084225777216e-64
Erk,PKC,Raf,4.9040084225777216e-64
Erk,Raf,PKC,3.0454089063905883e-207
Erk,Raf,PKC,3.0454089063905883e-207
Erk,Raf,PKC,3.0454089063905883e-207
Erk,Raf,PKC,3.0454089063905883e-207
Erk,Raf,PKC,3.0454089063905883e-207
Erk,Raf,PKC,3.0454089063905883e-207
Jnk,Mek,Raf,1.2245621402221999e-185
Jnk,Mek,Raf,1.2245621402221999e-185
Jnk,Mek,Raf,1.2245621402221999e-185
Jnk,Mek,Raf,1.2245621402221999e-185
Jnk,Mek,Raf,1.2245621402221999e-185
Jnk,Mek,Raf,1.2245621402221999e-185
Jnk,P38,Raf,4.2686316204377817e-225
Jnk,P38,Raf,4.2686316204377817e-225
Jnk,P38,Raf,4.2686316204377817e-225
Jnk,P38,Raf,4.2686316204377817e-225
Jnk,P38,Raf,4.2686316204377817e-225
Jnk,P38,Raf,4.2686316204377817e-225
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKA,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,PKC,Raf,0.0
Jnk,Raf,PKC,8.367295014931321e-296
Jnk,Raf,PKC,8.367295014931321e-296
Jnk,Raf,PKC,8.367295014931321e-296
Jnk,Raf,PKC,8.367295014931321e-296
Jnk,Raf,PKC,8.367295014931321e-296
Jnk,Raf,PKC,8.367295014931321e-296
Mek,P38,Raf,1.3046890518832552e-300
Mek,P38,Raf,1.3046890518832552e-300
Mek,P38,Raf,1.3046890518832552e-300
Mek,P38,Raf,1.3046890518832552e-300
Mek,P38,Raf,1.3046890518832552e-300
Mek,P38,Raf,1.3046890518832552e-300
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKA,Raf,0.0
Mek,PKC,Raf,0.0
Mek,PKC,Raf,0.0
Mek,PKC,Raf,0.0
Mek,PKC,Raf,0.0
Mek,PKC,Raf,0.0
Mek,PKC,Raf,0.0
Mek,Raf,PKC,0.0
Mek,Raf,PKC,0.0
Mek,Raf,PKC,0.0
Mek,Raf,PKC,0.0
Mek,Raf,PKC,0.0
Mek,Raf,PKC,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKA,Raf,0.0
P38,PKC,Raf,0.0
P38,PKC,Raf,0.0
P38,PKC,Raf,0.0
P38,PKC,Raf,0.0
P38,PKC,Raf,0.0
P38,PKC,Raf,0.0
P38,Raf,PKC,2.8069909204885805e-256
P38,Raf,PKC,2.8069909204885805e-256
P38,Raf,PKC,2.8069909204885805e-256
P38,Raf,PKC,2.8069909204885805e-256
P38,Raf,PKC,2.8069909204885805e-256
P38,Raf,PKC,2.8069909204885805e-256
PIP2,PIP3,Plcg,0.0
PIP2,Plcg,PIP3,0.0
PIP3,Plcg,PIP2,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,PKC,Raf,0.0
PKA,Raf,PKC,0.0
PKA,Raf,PKC,0.0
PKA,Raf,PKC,0.0
PKA,Raf,PKC,0.0
PKA,Raf,PKC,0.0
PKA,Raf,PKC,0.0
PKC,Raf,Mek,0.0
PKC,Raf,Mek,0.0
PKC,Raf,Mek,0.0
PKC,Raf,Mek,0.0
PKC,Raf,Mek,0.0
PKC,Raf,Mek,0.0
