node_i,node_j,condition,p_value
Akt,Erk,,0.0
Akt,Jnk,,0.0
Akt,Mek,,0.0
Akt,P38,,0.0
Akt,PIP2,,0.6091415138968136
Akt,PIP3,,0.6920333698972603
Akt,PKA,,0.0
Akt,PKC,,0.0
Akt,Plcg,,0.3033973039504317
Akt,Raf,,0.0
Erk,Jnk,,8.518801174865814e-272
Erk,Mek,,0.0
Erk,P38,,6.18432279044049e-309
Erk,PIP2,,0.8193605796217496
Erk,PIP3,,0.29264070119585334
Erk,PKA,,0.0
Erk,PKC,,1.1495210510147616e-149
Erk,Plcg,,0.8126534717345053
Erk,Raf,,2.03885584393733e-309
Jnk,Mek,,0.0
Jnk,P38,,0.0
Jnk,PIP2,,0.7321861817288596
Jnk,PIP3,,0.8533118841723059
Jnk,PKA,,0.0
Jnk,PKC,,0.0
Jnk,Plcg,,0.2196616912926242
Jnk,Raf,,0.0
Mek,P38,,0.0
Mek,PIP2,,0.8611656882782097
Mek,PIP3,,0.5976898223265643
Mek,PKA,,0.0
Mek,PKC,,0.0
Mek,Plcg,,0.5137739065036049
Mek,Raf,,0.0
P38,PIP2,,0.3727780547802497
P38,PIP3,,0.4617418883896117
P38,PKA,,0.0
P38,PKC,,0.0
P38,Plcg,,0.5874639952462124
P38,Raf,,0.0
PIP2,PIP3,,8.700881443292707e-137
PIP2,PKA,,0.18295416069076825
PIP2,PKC,,0.32476512110389416
PIP2,Plcg,,0.0
PIP2,Raf,,0.23347110979437694
PIP3,PKA,,0.10643778254430056
PIP3,PKC,,0.45557996595123484
PIP3,Plcg,,0.0
PIP3,Raf,,0.07578051970641073
PKA,PKC,,0.0
PKA,Plcg,,0.01071399594106142
PKA,Raf,,0.0
PKC,Plcg,,0.7195609828764609
PKC,Raf,,0.0
Plcg,Raf,,0.6509392758313006
Akt,Erk,PKA,0.0
Akt,Erk,PKA,0.0
Akt,Erk,PKA,0.0
Akt,Erk,PKA,0.0
Akt,Erk,PKA,0.0
Akt,Erk,PKA,0.0
Akt,Jnk,PKA,2.3955903691237375e-17
Akt,Jnk,PKA,2.3955903691237375e-17
Akt,Jnk,PKA,2.3955903691237375e-17
Akt,Jnk,PKA,2.3955903691237375e-17
Akt,Jnk,PKA,2.3955903691237375e-17
Akt,Jnk,PKA,2.3955903691237375e-17
Akt,Mek,PKA,0.0
Akt,Mek,PKA,0.0
Akt,Mek,PKA,0.0
Akt,Mek,PKA,0.0
Akt,Mek,PKA,0.0
Akt,Mek,PKA,0.0
Akt,P38,PKA,2.882540772873157e-23
Akt,P38,PKA,2.882540772873157e-23
Akt,P38,PKA,2.882540772873157e-23
Akt,P38,PKA,2.882540772873157e-23
Akt,P38,PKA,2.882540772873157e-23
Akt,P38,PKA,2.882540772873157e-23
Akt,PKA,Erk,0.0
Akt,PKA,Erk,0.0
Akt,PKA,Erk,0.0
Akt,PKA,Erk,0.0
Akt,PKA,Erk,0.0
Akt,PKA,Erk,0.0
Akt,PKC,PKA,8.175489255114501e-105
Akt,PKC,PKA,8.175489255114501e-105
Akt,PKC,PKA,8.175489255114501e-105
Akt,PKC,PKA,8.175489255114501e-105
Akt,PKC,PKA,8.175489255114501e-105
Akt,PKC,PKA,8.175489255114501e-105
Akt,Raf,Mek,0.05149542947924692
Akt,Raf,Mek,0.05149542947924692
Erk,Jnk,PKA,1.1258079541216885e-17
Erk,Jnk,PKA,1.1258079541216885e-17
Erk,Jnk,PKA,1.1258079541216885e-17
Erk,Jnk,PKA,1.1258079541216885e-17
Erk,Jnk,PKA,1.1258079541216885e-17
Erk,Jnk,PKA,1.1258079541216885e-17
Erk,Mek,PKA,0.0
Erk,Mek,PKA,0.0
Erk,Mek,PKA,0.0
Erk,Mek,PKA,0.0
Erk,Mek,PKA,0.0
Erk,Mek,PKA,0.0
Erk,P38,PKA,6.80073350471224e-29
Erk,P38,PKA,6.80073350471224e-29
Erk,P38,PKA,6.80073350471224e-29
Erk,P38,PKA,6.80073350471224e-29
Erk,P38,PKA,6.80073350471224e-29
Erk,P38,PKA,6.80073350471224e-29
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKC,PKA,3.5761653341047234e-128
Erk,PKC,PKA,3.5761653341047234e-128
Erk,PKC,PKA,3.5761653341047234e-128
Erk,PKC,PKA,3.5761653341047234e-128
Erk,PKC,PKA,3.5761653341047234e-128
Erk,PKC,PKA,3.5761653341047234e-128
Erk,Raf,PKA,4.087109485147836e-141
Erk,Raf,PKA,4.087109485147836e-141
Erk,Raf,PKA,4.087109485147836e-141
Erk,Raf,PKA,4.087109485147836e-141
Erk,Raf,PKA,4.087109485147836e-141
Erk,Raf,PKA,4.087109485147836e-141
Jnk,Mek,PKA,3.531353884711263e-57
Jnk,Mek,PKA,3.531353884711263e-57
Jnk,Mek,PKA,3.531353884711263e-57
Jnk,Mek,PKA,3.531353884711263e-57
Jnk,Mek,PKA,3.531353884711263e-57
Jnk,Mek,PKA,3.531353884711263e-57
Jnk,P38,PKA,3.302697383744565e-19
Jnk,P38,PKA,3.302697383744565e-19
Jnk,P38,PKA,3.302697383744565e-19
Jnk,P38,PKA,3.302697383744565e-19
Jnk,P38,PKA,3.302697383744565e-19
Jnk,P38,PKA,3.302697383744565e-19
Jnk,PKA,Erk,0.0
Jnk,PKA,Erk,0.0
Jnk,PKA,Erk,0.0
Jnk,PKA,Erk,0.0
Jnk,PKA,Erk,0.0
Jnk,PKA,Erk,0.0
Jnk,PKC,PKA,0.0
Jnk,PKC,PKA,0.0
Jnk,PKC,PKA,0.0
Jnk,PKC,PKA,0.0
Jnk,PKC,PKA,0.0
Jnk,PKC,PKA,0.0
Jnk,Raf,PKA,3.81265148427903e-43
Jnk,Raf,PKA,3.81265148427903e-43
Jnk,Raf,PKA,3.81265148427903e-43
Jnk,Raf,PKA,3.81265148427903e-43
Jnk,Raf,PKA,3.81265148427903e-43
Jnk,Raf,PKA,3.81265148427903e-43
Mek,P38,PKA,2.7959463483453005e-60
Mek,P38,PKA,2.7959463483453005e-60
Mek,P38,PKA,2.7959463483453005e-60
Mek,P38,PKA,2.7959463483453005e-60
Mek,P38,PKA,2.7959463483453005e-60
Mek,P38,PKA,2.7959463483453005e-60
Mek,PKA,Erk,0.0
Mek,PKA,Erk,0.0
Mek,PKA,Erk,0.0
Mek,PKA,Erk,0.0
Mek,PKA,Erk,0.0
Mek,PKA,Erk,0.0
Mek,PKC,PKA,0.0
Mek,PKC,PKA,0.0
Mek,PKC,PKA,0.0
Mek,PKC,PKA,0.0
Mek,PKC,PKA,0.0
Mek,PKC,PKA,0.0
Mek,Raf,PKA,0.0
Mek,Raf,PKA,0.0
Mek,Raf,PKA,0.0
Mek,Raf,PKA,0.0
Mek,Raf,PKA,0.0
Mek,Raf,PKA,0.0
P38,PKA,Erk,0.0
P38,PKA,Erk,0.0
P38,PKA,Erk,0.0
P38,PKA,Erk,0.0
P38,PKA,Erk,0.0
P38,PKA,Erk,0.0
P38,PKC,PKA,1.3217830633995e-311
P38,PKC,PKA,1.3217830633995e-311
P38,PKC,PKA,1.3217830633995e-311
P38,PKC,PKA,1.3217830633995e-311
P38,PKC,PKA,1.3217830633995e-311
P38,PKC,PKA,1.3217830633995e-311
P38,Raf,PKA,2.0296593462441528e-36
P38,Raf,PKA,2.0296593462441528e-36
P38,Raf,PKA,2.0296593462441528e-36
P38,Raf,PKA,2.0296593462441528e-36
P38,Raf,PKA,2.0296593462441528e-36
P38,Raf,PKA,2.0296593462441528e-36
PIP2,PIP3,Plcg,0.0
PIP2,Plcg,PIP3,0.0
PIP3,Plcg,PIP2,0.0
PKA,PKC,Plcg,0.0
PKA,PKC,Plcg,0.0
PKA,PKC,Plcg,0.0
PKA,PKC,Plcg,0.0
PKA,PKC,Plcg,0.0
PKA,PKC,Plcg,0.0
PKA,PKC,Plcg,0.0
PKA,Plcg,Mek,0.058832248571790535
PKA,Plcg,Mek,0.058832248571790535
PKA,Plcg,Mek,0.058832248571790535
PKA,Raf,Plcg,0.0
PKA,Raf,Plcg,0.0
PKA,Raf,Plcg,0.0
PKA,Raf,Plcg,0.0
PKA,Raf,Plcg,0.0
PKA,Raf,Plcg,0.0
PKA,Raf,Plcg,0.0
PKC,Raf,PKA,0.0
PKC,Raf,PKA,0.0
PKC,Raf,PKA,0.0
PKC,Raf,PKA,0.0
PKC,Raf,PKA,0.0
PKC,Raf,PKA,0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Erk,"Jnk,PKA",0.0
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Jnk,"Erk,PKA",0.0015161493331209686
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,Mek,"Erk,PKA",2.712076038131747e-06
Akt,P38,"Mek,PKA",0.17430554648561647
Akt,P38,"Mek,PKA",0.17430554648561647
Akt,P38,"Mek,PKA",0.17430554648561647
Akt,P38,"Mek,PKA",0.17430554648561647
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKA,"Erk,Jnk",0.0
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Akt,PKC,"Erk,PKA",0.028678001334845396
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Jnk,"Mek,PKA",0.33897332248294587
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,Mek,"Jnk,PKA",0.0
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,P38,"Mek,PKA",0.35878546794389826
Erk,PKA,"Akt,Jnk",0.0
Erk,PKA,"Akt,Jnk",0.0
Erk,PKA,"Akt,Jnk",0.0
