node_i,node_j,condition,p_value
Akt,Erk,,0.0
Akt,Jnk,,0.0
Akt,Mek,,0.0
Akt,P38,,0.0
Akt,PIP2,,0.45167095068819496
Akt,PIP3,,0.6753236985984516
Akt,PKA,,0.0
Akt,PKC,,0.0
Akt,Plcg,,0.43316431771598296
Akt,Raf,,0.0
Erk,Jnk,,3.4557040786426832e-239
Erk,Mek,,0.0
Erk,P38,,7.587524703076012e-287
Erk,PIP2,,0.5387602221643846
Erk,PIP3,,0.8045883967989249
Erk,PKA,,0.0
Erk,PKC,,6.568497924710221e-151
Erk,Plcg,,0.4081070801911294
Erk,Raf,,2.072400907523671e-289
Jnk,Mek,,0.0
Jnk,P38,,0.0
Jnk,PIP2,,0.7581281315248772
Jnk,PIP3,,0.4193054743065203
Jnk,PKA,,0.0
Jnk,PKC,,0.0
Jnk,Plcg,,0.5654098255815165
Jnk,Raf,,0.0
Mek,P38,,0.0
Mek,PIP2,,0.773466186505947
Mek,PIP3,,0.7391977802071461
Mek,PKA,,0.0
Mek,PKC,,0.0
Mek,Plcg,,0.296493793679405
Mek,Raf,,0.0
P38,PIP2,,0.29067580601085863
P38,PIP3,,0.6845730651853061
P38,PKA,,0.0
P38,PKC,,0.0
P38,Plcg,,0.5088117854829273
P38,Raf,,0.0
PIP2,PIP3,,3.508763766056974e-110
PIP2,PKA,,0.30945503017681
PIP2,PKC,,0.382617639449043
PIP2,Plcg,,0.0
PIP2,Raf,,0.1370820655148826
PIP3,PKA,,0.2736561181100985
PIP3,PKC,,0.45864922840276323
PIP3,Plcg,,0.0
PIP3,Raf,,0.7491861252259748
PKA,PKC,,0.0
PKA,Plcg,,0.27798857814412836
PKA,Raf,,0.0
PKC,Plcg,,0.43092685122675056
PKC,Raf,,0.0
Plcg,Raf,,0.4671434590424349
Akt,Erk,Jnk,0.0
Akt,Erk,Jnk,0.0
Akt,Erk,Jnk,0.0
Akt,Erk,Jnk,0.0
Akt,Erk,Jnk,0.0
Akt,Erk,Jnk,0.0
Akt,Jnk,P38,5.34960727508673e-238
Akt,Jnk,P38,5.34960727508673e-238
Akt,Jnk,P38,5.34960727508673e-238
Akt,Jnk,P38,5.34960727508673e-238
Akt,Jnk,P38,5.34960727508673e-238
Akt,Jnk,P38,5.34960727508673e-238
Akt,Mek,Jnk,0.0
Akt,Mek,Jnk,0.0
Akt,Mek,Jnk,0.0
Akt,Mek,Jnk,0.0
Akt,Mek,Jnk,0.0
Akt,Mek,Jnk,0.0
Akt,P38,Jnk,0.0
Akt,P38,Jnk,0.0
Akt,P38,Jnk,0.0
Akt,P38,Jnk,0.0
Akt,P38,Jnk,0.0
Akt,P38,Jnk,0.0
Akt,PKA,Jnk,0.0
Akt,PKA,Jnk,0.0
Akt,PKA,Jnk,0.0
Akt,PKA,Jnk,0.0
Akt,PKA,Jnk,0.0
Akt,PKA,Jnk,0.0
Akt,PKC,Jnk,7.447131788794e-311
Akt,PKC,Jnk,7.447131788794e-311
Akt,PKC,Jnk,7.447131788794e-311
Akt,PKC,Jnk,7.447131788794e-311
Akt,PKC,Jnk,7.447131788794e-311
Akt,PKC,Jnk,7.447131788794e-311
Akt,Raf,Jnk,0.0
Akt,Raf,Jnk,0.0
Akt,Raf,Jnk,0.0
Akt,Raf,Jnk,0.0
Akt,Raf,Jnk,0.0
Akt,Raf,Jnk,0.0
Erk,Jnk,P38,1.9968266894966976e-117
Erk,Jnk,P38,1.9968266894966976e-117
Erk,Jnk,P38,1.9968266894966976e-117
Erk,Jnk,P38,1.9968266894966976e-117
Erk,Jnk,P38,1.9968266894966976e-117
Erk,Jnk,P38,1.9968266894966976e-117
Erk,Mek,Jnk,0.0
Erk,Mek,Jnk,0.0
Erk,Mek,Jnk,0.0
Erk,Mek,Jnk,0.0
Erk,Mek,Jnk,0.0
Erk,Mek,Jnk,0.0
Erk,P38,Jnk,1.6007623446635987e-164
Erk,P38,Jnk,1.6007623446635987e-164
Erk,P38,Jnk,1.6007623446635987e-164
Erk,P38,Jnk,1.6007623446635987e-164
Erk,P38,Jnk,1.6007623446635987e-164
Erk,P38,Jnk,1.6007623446635987e-164
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKA,Jnk,0.0
Erk,PKC,Jnk,2.84215375199481e-74
Erk,PKC,Jnk,2.84215375199481e-74
Erk,PKC,Jnk,2.84215375199481e-74
Erk,PKC,Jnk,2.84215375199481e-74
Erk,PKC,Jnk,2.84215375199481e-74
Erk,PKC,Jnk,2.84215375199481e-74
Erk,Raf,Jnk,6.407860377370766e-170
Erk,Raf,Jnk,6.407860377370766e-170
Erk,Raf,Jnk,6.407860377370766e-170
Erk,Raf,Jnk,6.407860377370766e-170
Erk,Raf,Jnk,6.407860377370766e-170
Erk,Raf,Jnk,6.407860377370766e-170
Jnk,Mek,P38,0.0
Jnk,Mek,P38,0.0
Jnk,Mek,P38,0.0
Jnk,Mek,P38,0.0
Jnk,Mek,P38,0.0
Jnk,Mek,P38,0.0
Jnk,P38,Akt,0.0
Jnk,P38,Akt,0.0
Jnk,P38,Akt,0.0
Jnk,P38,Akt,0.0
Jnk,P38,Akt,0.0
Jnk,P38,Akt,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKA,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,PKC,P38,0.0
Jnk,Raf,P38,3.077774978611727e-297
Jnk,Raf,P38,3.077774978611727e-297
Jnk,Raf,P38,3.077774978611727e-297
Jnk,Raf,P38,3.077774978611727e-297
Jnk,Raf,P38,3.077774978611727e-297
Jnk,Raf,P38,3.077774978611727e-297
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,P38,Jnk,0.0
Mek,PKA,Jnk,0.0
Mek,PKA,Jnk,0.0
Mek,PKA,Jnk,0.0
Mek,PKA,Jnk,0.0
Mek,PKA,Jnk,0.0
Mek,PKA,Jnk,0.0
Mek,PKC,Jnk,0.0
Mek,PKC,Jnk,0.0
Mek,PKC,Jnk,0.0
Mek,PKC,Jnk,0.0
Mek,PKC,Jnk,0.0
Mek,PKC,Jnk,0.0
Mek,Raf,Jnk,0.0
Mek,Raf,Jnk,0.0
Mek,Raf,Jnk,0.0
Mek,Raf,Jnk,0.0
Mek,Raf,Jnk,0.0
Mek,Raf,Jnk,0.0
P38,PKA,Jnk,0.0
P38,PKA,Jnk,0.0
P38,PKA,Jnk,0.0
P38,PKA,Jnk,0.0
P38,PKA,Jnk,0.0
P38,PKA,Jnk,0.0
P38,PKC,Jnk,0.0
P38,PKC,Jnk,0.0
P38,PKC,Jnk,0.0
P38,PKC,Jnk,0.0
P38,PKC,Jnk,0.0
P38,PKC,Jnk,0.0
P38,Raf,Jnk,0.0
P38,Raf,Jnk,0.0
P38,Raf,Jnk,0.0
P38,Raf,Jnk,0.0
P38,Raf,Jnk,0.0
P38,Raf,Jnk,0.0
PIP2,PIP3,Plcg,0.0
PIP2,Plcg,PIP3,0.0
PIP3,Plcg,PIP2,0.0
PKA,PKC,Jnk,0.0
PKA,PKC,Jnk,0.0
PKA,PKC,Jnk,0.0
PKA,PKC,Jnk,0.0
PKA,PKC,Jnk,0.0
PKA,PKC,Jnk,0.0
PKA,Raf,Jnk,0.0
PKA,Raf,Jnk,0.0
PKA,Raf,Jnk,0.0
PKA,Raf,Jnk,0.0
PKA,Raf,Jnk,0.0
PKA,Raf,Jnk,0.0
PKC,Raf,Jnk,0.0
PKC,Raf,Jnk,0.0
PKC,Raf,Jnk,0.0
PKC,Raf,Jnk,0.0
PKC,Raf,Jnk,0.0
PKC,Raf,Jnk,0.0
