node_i,node_j,p_value
asia,bronc,0.14770931319315525
asia,dysp,0.9991694310011757
asia,either,0.6093236865501179
asia,lung,0.8977189746938784
asia,smoke,0.5400142731163509
asia,tub,0.17091367099191418
asia,xray,0.7920746557255616
bronc,dysp,0.0
bronc,either,0.6685284587186591
bronc,xray,0.4859342835514572
either,dysp,0.7441618385769804
either,xray,5.488797818412253e-182
lung,bronc,0.7948434000557549
lung,dysp,0.5329945171023085
lung,either,0.0
lung,xray,0.20259139009059016
smoke,bronc,7.0818978141489125e-121
smoke,dysp,0.4190039178312617
smoke,either,0.32358960074773013
smoke,lung,5.056316861294846e-29
smoke,xray,0.07368012637179443
tub,bronc,0.3865693313646955
tub,dysp,0.5307834731570874
tub,either,8.209389958913835e-50
tub,lung,0.7829223235790402
tub,smoke,0.7825339187475495
tub,xray,0.20050382812914413
xray,dysp,0.641495432878525
