node_i,node_j,p_value
Accident,Airbag,0.355415257701029
Accident,AntiTheft,0.10225199656866296
Accident,Antilock,0.4028049848368787
Accident,CarValue,0.12152835663872563
Accident,Cushioning,0.07800416139197655
Accident,DrivHist,0.2954947479071129
Accident,DrivQuality,0.07036853856657528
Accident,DrivingSkill,0.6522437759469706
Accident,HomeBase,0.21503954114550233
Accident,ILiCost,0.3361257556957532
Accident,MakeModel,0.10313672476407058
Accident,MedCost,0.5473172806605018
Accident,Mileage,0.6682540462787813
Accident,OtherCar,0.17108798808537404
Accident,OtherCarCost,4.13193049091836e-88
Accident,PropCost,0.12070243538151469
Accident,SeniorTrain,0.10164035413543691
Accident,Theft,0.8494355495168036
Accident,ThisCarCost,0.0547096184600436
Age,Accident,0.2156484015173742
Age,Airbag,0.1589528352989559
Age,AntiTheft,0.11102792557393167
Age,Antilock,0.5121009424901083
Age,CarValue,0.23271151082554642
Age,Cushioning,0.8512075135432042
Age,DrivHist,0.14902987355259764
Age,DrivQuality,0.19411292326292412
Age,DrivingSkill,0.6889866025172461
Age,HomeBase,0.35399731581820437
Age,ILiCost,0.8534391391360352
Age,MakeModel,0.46234826364612197
Age,MedCost,0.1892730481904226
Age,Mileage,0.31870358448396785
Age,OtherCar,0.16761761330237032
Age,OtherCarCost,0.06067703554274526
Age,PropCost,0.3874073372244433
Age,RiskAversion,5.107421328041069e-39
Age,RuggedAuto,0.9019827605380364
Age,SeniorTrain,4.461292319906542e-112
Age,SocioEcon,7.67462160173653e-16
Age,Theft,0.6526144586152955
Age,ThisCarCost,0.3744692356330226
Age,ThisCarDam,0.4637473602745681
Age,VehicleYear,0.13663896981527768
Airbag,DrivHist,0.7191173721466444
Airbag,ILiCost,0.07149476471696183
AntiTheft,Airbag,0.5955921065391308
AntiTheft,Cushioning,0.32119054532195773
AntiTheft,DrivHist,0.10633793228857476
AntiTheft,ILiCost,0.47401702288224
AntiTheft,MedCost,0.691755090336819
AntiTheft,OtherCar,0.0928914477819331
AntiTheft,OtherCarCost,0.8640132386843686
AntiTheft,PropCost,0.13151255426339928
Antilock,Airbag,0.18955509394826997
Antilock,AntiTheft,0.8659693909332467
Antilock,CarValue,1.4887928875046408e-06
Antilock,Cushioning,0.0886143111092654
Antilock,DrivHist,0.38583134313004713
Antilock,DrivingSkill,0.12948361153890436
Antilock,HomeBase,0.15120475359725902
Antilock,ILiCost,0.06851822179841928
Antilock,MedCost,0.12686595866376232
Antilock,OtherCar,0.44341584956456515
Antilock,OtherCarCost,0.9909532451712743
Antilock,PropCost,0.5570828705666191
Antilock,SeniorTrain,0.05060392093364735
Antilock,Theft,0.12706373583202693
Antilock,ThisCarCost,0.13371492268715846
CarValue,Airbag,1.2015362026613357e-206
CarValue,AntiTheft,0.09667613428301747
CarValue,Cushioning,0.9612157867759082
CarValue,DrivHist,0.13103159926418045
CarValue,HomeBase,0.3216265224789521
CarValue,ILiCost,0.20281777992148128
CarValue,MedCost,0.09852666519352114
CarValue,OtherCar,0.7916926241623442
CarValue,OtherCarCost,0.06403584862952708
CarValue,PropCost,0.18213862878872356
Cushioning,Airbag,1.9525114581450646e-167
Cushioning,DrivHist,0.9733464117212153
Cushioning,ILiCost,0.4345702186952017
DrivQuality,Airbag,0.4524971467447846
DrivQuality,AntiTheft,0.06702262866885034
DrivQuality,Antilock,0.07531341425934587
DrivQuality,CarValue,0.11809813320963923
DrivQuality,Cushioning,0.33771666222737956
DrivQuality,DrivHist,0.2594125758845783
DrivQuality,DrivingSkill,5.233941378604835e-267
DrivQuality,HomeBase,0.09597464159350698
DrivQuality,ILiCost,0.5175515420418713
DrivQuality,MedCost,0.07598509233167859
DrivQuality,Mileage,0.514710611337341
DrivQuality,OtherCar,0.6593960462363027
DrivQuality,OtherCarCost,0.7949553649407417
DrivQuality,PropCost,0.05323090505597671
DrivQuality,SeniorTrain,1.553980592991582e-08
DrivQuality,Theft,0.17113184894205008
DrivQuality,ThisCarCost,0.6233497640291729
DrivingSkill,Airbag,0.21827096996320502
DrivingSkill,AntiTheft,0.4690135104400288
DrivingSkill,CarValue,0.1313829979087988
DrivingSkill,Cushioning,0.43549865823705003
DrivingSkill,DrivHist,2.8314353961780374e-246
DrivingSkill,HomeBase,0.7955877186644074
DrivingSkill,ILiCost,0.820515773724479
DrivingSkill,MedCost,0.27752588113645854
DrivingSkill,OtherCar,0.5836281801332794
DrivingSkill,OtherCarCost,0.8291127512466315
DrivingSkill,PropCost,0.327186947343572
DrivingSkill,SeniorTrain,0.005313361813147384
DrivingSkill,Theft,0.14681861001159904
DrivingSkill,ThisCarCost,0.06171082929456505
GoodStudent,Accident,0.8426871598555561
GoodStudent,Age,1.1241877055081722e-140
GoodStudent,Airbag,0.05486508952876287
GoodStudent,AntiTheft,0.7010270623649411
GoodStudent,Antilock,0.17421177178915764
GoodStudent,CarValue,0.2884790753198925
GoodStudent,Cushioning,0.06377978050492114
GoodStudent,DrivHist,0.3804297011496837
GoodStudent,DrivQuality,0.2097217933123902
GoodStudent,DrivingSkill,0.5572691282741264
GoodStudent,HomeBase,0.06236970420167693
GoodStudent,ILiCost,0.8356120154260694
GoodStudent,MakeModel,0.014484512952123113
GoodStudent,MedCost,0.8221030603666833
GoodStudent,Mileage,0.22393100336887026
GoodStudent,OtherCar,0.3216396250474217
GoodStudent,OtherCarCost,0.11457982115940146
GoodStudent,PropCost,0.748118266697138
GoodStudent,RiskAversion,0.40410229234762385
GoodStudent,RuggedAuto,0.06242333836578143
GoodStudent,SeniorTrain,0.10159355939177125
GoodStudent,SocioEcon,3.830031383095424e-13
GoodStudent,Theft,0.44628824922371624
GoodStudent,ThisCarCost,0.0580033150391392
GoodStudent,ThisCarDam,0.7502190177653533
GoodStudent,VehicleYear,0.23366037816180413
HomeBase,Airbag,0.09537266010372442
HomeBase,AntiTheft,1.340980996820453e-114
