node_i,node_j,condition,p_value
GoodStudent,Age,,2.7816980516856102e-155
GoodStudent,SocioEcon,,3.583344111245413e-18
GoodStudent,RiskAversion,,8.61204110079004e-06
GoodStudent,VehicleYear,,0.0016114242211645762
GoodStudent,ThisCarDam,,0.7502190177653533
GoodStudent,RuggedAuto,,0.002193305541026098
GoodStudent,Accident,,0.8426871598555561
GoodStudent,MakeModel,,1.1068793456361071e-13
GoodStudent,DrivQuality,,0.2097217933123902
GoodStudent,Mileage,,0.22393100336887026
GoodStudent,Antilock,,6.545589005565624e-08
GoodStudent,DrivingSkill,,0.5572691282741264
GoodStudent,SeniorTrain,,4.663282292489261e-05
GoodStudent,ThisCarCost,,0.006431621643686081
GoodStudent,Theft,,0.44628824922371624
GoodStudent,CarValue,,3.6228931423498435e-08
GoodStudent,HomeBase,,0.00048662808237989405
GoodStudent,AntiTheft,,0.7010270623649411
GoodStudent,PropCost,,0.748118266697138
GoodStudent,OtherCarCost,,0.020154081672548566
GoodStudent,OtherCar,,3.107456273937783e-05
GoodStudent,MedCost,,0.8221030603666833
GoodStudent,Cushioning,,0.000878807783961776
GoodStudent,Airbag,,4.336367315936104e-05
GoodStudent,ILiCost,,0.8356120154260694
GoodStudent,DrivHist,,0.3804297011496837
Age,SocioEcon,,1.3719398293868907e-28
Age,RiskAversion,,5.268561598547968e-87
Age,VehicleYear,,0.01482080188542437
Age,ThisCarDam,,0.4637473602745681
Age,RuggedAuto,,0.9019827605380364
Age,Accident,,0.2156484015173742
Age,MakeModel,,2.566196173521664e-05
Age,DrivQuality,,6.242288253139253e-12
Age,Mileage,,0.31870358448396785
Age,Antilock,,0.0014887432244914951
Age,DrivingSkill,,6.963942468877046e-07
Age,SeniorTrain,,1.7845131445353643e-186
Age,ThisCarCost,,0.3744692356330226
Age,Theft,,0.6526144586152955
Age,CarValue,,0.0019889232865487674
Age,HomeBase,,4.705455929970701e-12
Age,AntiTheft,,1.7342131674003328e-43
Age,PropCost,,0.01523558442715734
Age,OtherCarCost,,0.06067703554274526
Age,OtherCar,,0.16761761330237032
Age,MedCost,,2.051172848371e-08
Age,Cushioning,,0.8512075135432042
Age,Airbag,,0.017324894693307804
Age,ILiCost,,0.8534391391360352
Age,DrivHist,,4.2382005302428206e-11
SocioEcon,RiskAversion,,5.363019334648473e-08
SocioEcon,VehicleYear,,2.1073787821178104e-251
SocioEcon,ThisCarDam,,6.932882804763967e-10
SocioEcon,RuggedAuto,,1.9877892248895286e-132
SocioEcon,Accident,,1.0727293448741685e-06
SocioEcon,MakeModel,,0.0
SocioEcon,DrivQuality,,0.40884033315749874
SocioEcon,Mileage,,0.12745856523217655
SocioEcon,Antilock,,1.5449312967285734e-285
SocioEcon,DrivingSkill,,0.06872095377487741
SocioEcon,SeniorTrain,,7.45871441936373e-06
SocioEcon,ThisCarCost,,1.3006348588425623e-199
SocioEcon,Theft,,0.2566722758054023
SocioEcon,CarValue,,0.0
SocioEcon,HomeBase,,0.0
SocioEcon,AntiTheft,,8.259367218703462e-127
SocioEcon,PropCost,,1.7864674047857417e-32
SocioEcon,OtherCarCost,,0.1577755600600919
SocioEcon,OtherCar,,4.2143839820159904e-170
