node_i,node_j,p_value
asia,bronc,0.14924756731130948
asia,dysp,0.22199234701944795
asia,either,0.1999317014177392
asia,lung,0.1912545153579116
asia,smoke,0.24321096269660508
asia,tub,8.273209799544641e-07
asia,xray,0.24531319976423405
bronc,dysp,0.0
bronc,either,0.5985840912729994
bronc,xray,0.49679127851967353
either,dysp,0.7833082095596813
either,xray,0.007117019175446852
lung,bronc,0.9417660577755051
lung,dysp,0.3349259641597871
lung,either,0.0
lung,xray,0.1807183378405074
smoke,bronc,5.980412916982622e-211
smoke,dysp,0.3596249704543147
smoke,either,0.2650375416192784
smoke,lung,4.285047613773523e-112
smoke,xray,0.8642190952173051
tub,bronc,0.07056701669324418
tub,dysp,0.21326393441773478
tub,either,6.251343925597615e-257
tub,lung,0.39088239205331
tub,smoke,0.26452537528662334
tub,xray,0.18306970233648037
xray,dysp,0.6854657420408113
